Name,BSE Code,NSE Code,Industry,Current Price,Sales growth 3Years,Sales growth 5Years,Profit growth 3Years,Profit growth 5Years,Sales growth 10years median,Sales growth 5years median,Sales growth 7Years,Sales growth 10Years,EBIDT growth 3Years,EBIDT growth 5Years,EBIDT growth 7Years,EBIDT growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,Profit growth 7Years,Profit growth 10Years,Change in promoter holding 3Years,Average Earnings 5Year,Average Earnings 10Year,Average EBIT 5Year,Average EBIT 10Year,Market Capitalization
P I Industries,523642,PIIND,Pesticides / Agrochemicals - Indian,4278.90,18.76,21.96,31.57,33.08,18.08,18.50,18.94,16.99,24.86,28.86,20.91,21.78,31.57,30.58,18.70,22.95,20.37,24.29,-0.65,989.81,673.64,1212.32,837.09,64918.67
P. H. Capital,500143,,Finance & Investments,216.00,49.49,25.63,25.03,116.67,14.63,14.63,19.62,20.74,20.41,388.37,79.63,52.06,25.03,116.67,129.71,54.88,129.71,54.88,0.00,7.09,4.32,10.13,6.38,64.80
P.E. Analytics,,PROPEQUITY,Miscellaneous,281.20,,,,,20.99,20.99,,,,,,,,,,,,,,,,,,294.76
P.M. Telelinnks,513403,,Trading,5.21,28.98,6.11,16.96,-9.25,-11.77,-4.18,13.20,0.04,6.92,-9.38,-10.00,-5.80,16.96,-9.25,-10.21,-7.26,-10.21,-7.26,1.45,0.19,-0.38,0.25,-0.42,5.25
Pace E-Commerce,543637,,Trading,26.50,193.11,,224.41,,50.90,50.90,,,134.78,,,,202.78,,,,,,,0.72,,1.35,,59.71
Pacheli Indust.,523862,,Finance & Investments,17.31,51.13,30.75,-53.58,-27.52,-8.82,-93.55,16.38,17.14,-58.51,-30.12,-29.88,-16.40,-53.58,-27.52,-25.70,-14.87,-25.70,-14.87,-7.72,0.02,0.04,0.03,0.06,6.46
Pacific Inds,523483,,Miscellaneous,285.55,2.15,14.49,4.50,160.86,1.74,1.74,10.42,,1.23,35.71,18.06,,4.54,160.92,23.46,,23.44,,-6.83,8.99,,15.07,,196.82
Padam Cotton,531395,,Finance & Investments,54.01,,,,,-98.20,-100.00,,,,,,,,,,,,,0.00,-0.34,-0.22,-0.36,-0.19,20.92
Padmalaya Tele.,532350,,Entertainment / Electronic Media Software,3.00,,,,8.76,-8.26,-100.00,,,,11.01,8.79,,,8.76,8.81,5.88,8.81,5.88,0.00,0.18,-0.17,0.16,-0.17,5.10
Padmanabh Alloys,531779,,Plastics Products,27.63,13.01,4.05,38.67,-0.41,1.86,1.86,6.65,7.59,22.45,2.83,0.35,-0.70,38.67,-0.41,-5.25,-3.56,-5.25,-3.56,-8.68,0.29,0.47,0.73,0.92,14.95
Padmanabh Inds.,526905,,Chemicals,5.98,,,21.32,9.00,-100.00,-100.00,-14.79,,24.93,11.84,0.00,,21.32,9.00,,,,,0.00,-0.30,-0.15,-0.30,-0.14,3.63
PAE,517230,,Auto Ancillaries,4.93,,,27.87,15.40,-80.85,-96.97,,,-34.58,16.62,10.59,7.75,27.87,15.40,10.47,7.22,10.47,7.23,-3.06,-2.77,-5.79,-1.00,-3.69,5.14
Pagaria Energy,531396,,Mining / Minerals / Metals,8.92,,,71.00,20.11,-34.29,-78.15,,,20.51,6.96,0.00,5.76,71.00,20.11,25.85,,25.85,,0.00,0.02,0.02,0.03,0.02,3.88
Page Industries,532827,PAGEIND,Textiles - Products,42802.00,17.38,9.94,18.62,8.10,16.34,3.27,11.57,14.45,17.69,6.82,10.66,13.08,18.62,8.10,11.46,14.06,11.46,14.06,-2.87,472.22,378.60,664.75,555.43,47724.23
Paisalo Digital,532900,PAISALO,Finance & Investments,66.15,23.96,12.81,45.78,25.94,13.31,13.31,13.94,11.69,28.37,16.59,16.28,13.08,42.91,23.40,17.59,11.16,19.32,12.30,8.22,93.29,72.19,322.27,248.34,5940.56
Pakka,516030,PAKKA,Paper,284.20,30.14,10.09,42.50,18.50,0.85,0.85,12.83,10.63,29.82,13.60,16.36,15.06,37.57,16.02,25.23,33.32,28.73,38.02,2.34,36.90,23.78,63.34,46.19,1120.31
Palash Securi.,540648,PALASHSECU,Finance & Investments,138.69,-11.24,-2.03,7.74,,-1.37,-1.37,-1.96,,-1.04,,,,7.74,,,,,,5.12,-9.71,,-9.18,,138.73
Palco Metals Ltd,539121,,Castings & Forgings,78.95,26.82,11.75,30.88,42.02,16.54,21.77,,,41.81,37.25,82.79,,30.88,42.02,55.92,,55.92,,0.00,1.89,0.94,4.30,2.51,31.58
Palm Jewels,541444,,Trading,20.82,28.08,35.83,71.00,27.23,60.20,45.45,80.94,55.71,62.19,33.67,81.14,,71.00,14.78,2.58,,62.56,,-8.89,0.18,0.10,0.34,0.19,20.91
Palred Technolog,532521,PALREDTEC,Trading,100.40,-0.29,27.86,,9.68,16.01,16.01,15.95,,-25.06,18.72,12.48,,,10.82,8.61,,7.67,,-7.72,-1.44,-4.74,2.02,-3.67,122.81
Pan Electronics,517397,,Electronics - Components,80.39,,189.40,-28.36,,-100.00,-14.48,29.63,,-44.80,,-10.59,5.85,-28.36,,-25.81,4.69,-25.81,4.69,0.00,-3.29,-2.17,-2.75,-1.89,32.16
Pan India Corpor,511525,,Finance & Investments,2.38,,,24.39,14.66,-100.00,-100.00,-26.94,-18.77,24.39,14.66,9.25,7.16,24.39,14.66,9.25,7.16,9.25,7.16,0.00,-0.43,-2.02,-0.43,-2.00,50.99
Panabyte Tech,538742,,Trading,25.30,-27.42,-14.73,-25.31,,-14.58,-14.58,-14.12,13.05,27.87,5.02,-5.82,9.84,-25.31,,,,,,-19.38,-0.07,0.05,0.16,0.19,11.11
Panacea Biotec,531349,PANACEABIO,Pharmaceuticals - Indian - Bulk Drugs & Formln,138.76,-3.63,4.13,20.87,13.46,5.83,14.84,0.39,0.92,-59.55,15.38,-32.91,7.70,20.87,13.46,5.39,6.49,5.39,6.49,-0.13,-126.54,-122.39,-17.16,-14.43,849.92
Panache Digilife,,PANACHE,Computers - Hardware,135.66,7.56,0.72,8.67,-0.27,8.91,8.91,3.00,,1.18,3.53,3.19,,8.67,-0.27,-7.55,,-2.72,,-1.60,1.16,,5.71,,162.79
Panafic Industri,538860,,Finance & Investments,1.59,10.79,-7.79,-58.51,-36.25,-5.56,-5.41,-8.22,-0.57,-41.52,-34.02,-34.93,-5.44,-58.51,-36.25,-35.70,-21.39,-35.70,0.00,-5.08,0.06,0.13,0.18,0.31,13.06
Panama Petrochem,524820,PANAMAPET,Petrochemicals,425.25,17.66,13.17,12.97,30.34,5.46,5.46,16.01,14.01,11.06,21.21,19.29,23.76,12.97,30.34,24.06,27.13,24.05,26.61,-10.01,164.46,102.11,219.18,144.43,2572.49
Panasonic Carbon,508941,,Electrodes - Graphites,529.10,1.61,2.54,-0.60,8.65,2.17,2.17,0.70,3.93,-0.92,6.49,1.21,9.14,-0.60,8.65,2.90,10.55,2.90,10.55,-0.03,16.51,14.48,22.19,20.39,253.97
Panasonic Energy,504093,,Dry Cells,533.15,7.97,7.11,2.99,18.63,1.20,4.87,4.96,2.68,3.03,15.96,6.78,2.20,2.99,18.63,9.22,4.70,9.22,4.70,0.00,6.25,8.60,8.43,12.36,399.86
Panch.Organics,531726,,Pharmaceuticals - Indian - Bulk Drugs,269.75,28.59,16.97,41.22,28.42,4.31,4.31,14.85,10.45,34.27,24.31,17.97,16.85,33.71,24.28,20.69,21.14,23.55,23.14,-12.10,9.37,6.27,13.26,9.18,317.81
Panchmahal Steel,513511,,Steel - Medium / Small,201.60,8.05,-1.15,-28.69,3.02,2.58,-12.48,3.80,2.72,-8.24,-4.46,-1.09,5.51,-28.69,3.02,39.42,11.15,39.42,11.15,1.19,7.41,2.22,21.35,14.68,384.65
Panjon,526345,,Pharmaceuticals - Indian - Formulations,23.56,-4.68,-13.52,16.96,2.71,0.93,-27.59,-1.53,-4.21,-8.37,-9.80,-3.14,9.60,14.99,1.66,3.44,11.21,4.20,11.39,2.38,-0.62,-0.42,-0.59,-0.45,38.43
Pankaj Piyush,506122,,Finance & Investments,272.00,,,103.08,66.38,11.29,-65.25,,,55.85,36.95,-2.22,19.19,103.08,66.38,-0.55,17.06,-0.55,17.06,0.00,0.03,0.14,0.08,0.21,10.88
Pankaj Polymers,531280,,Trading,11.57,11.78,16.50,-6.47,13.03,-17.02,-1.12,-15.33,-24.79,44.22,19.20,13.42,-19.15,-6.47,13.03,9.56,,9.56,,3.77,-0.16,-0.40,-0.09,-0.16,6.41
Panorama Studios,539469,,Entertainment / Electronic Media Software,231.10,79.26,79.73,96.13,109.24,18.34,18.34,,,70.10,64.19,,,62.45,75.00,,,,,-5.02,14.99,,28.84,,1585.66
Pansari Develop.,,PANSARI,Construction,120.13,16.10,41.21,11.49,22.48,66.90,66.90,52.84,,8.49,17.21,23.03,,11.49,22.48,23.78,,23.78,,-0.05,3.40,3.08,7.03,5.83,209.59
Panth Infinity,539143,,Trading,7.07,-39.79,-21.34,,,-9.39,7.96,-32.92,1.57,,,,,,,,,,,-43.01,0.07,0.04,0.12,0.08,13.07
Panyam Cement,500322,,Cement - South India,206.35,,12.65,,3.71,-6.73,-100.00,-7.55,9.91,,-0.97,,-4.42,,-20.48,,,,-11.05,42.37,0.48,-10.26,23.96,14.56,165.52
Paos Industries,530291,,Detergents / Intermediates,44.98,,,24.05,0.00,-100.00,,,,25.08,-1.73,,5.24,24.05,3.08,-6.75,,,,0.00,-0.85,-0.81,-0.71,-0.42,27.45
Par Drugs & Che.,,PAR,Pharmaceuticals - Indian - Bulk Drugs,236.73,16.33,15.60,12.88,42.02,9.32,20.55,10.10,13.37,12.49,22.70,15.34,12.21,12.87,33.41,19.39,24.35,34.30,35.02,0.35,9.95,5.69,13.60,9.34,291.29
Paradeep Phosph.,543530,PARADEEP,Fertilizers,88.08,30.87,21.58,-23.97,-9.58,23.18,23.18,,,8.11,7.89,,,-85.41,-66.42,,,,,,248.98,,555.92,,7176.57
Parag Milk Foods,539889,PARAGMILK,Food - Processing - Indian,196.81,19.45,5.55,60.65,-5.71,12.49,8.51,8.88,11.17,17.33,-1.09,11.38,10.23,42.95,-12.08,24.03,-2.96,27.81,18.66,1.86,-54.10,0.16,11.31,66.11,2349.44
Paragon Finance,531255,,Finance & Investments,86.06,5.09,-2.32,43.67,-5.31,-12.79,-12.79,-4.87,-4.06,35.91,-10.10,-10.17,-8.47,43.67,-5.31,-3.46,3.00,-3.46,3.00,6.02,0.64,0.86,0.86,1.54,36.58
Paragon Fine,,PARAGON,Chemicals,154.15,13.37,,47.94,,18.64,18.64,,,41.32,,,,-74.52,,,,,,,,,,,301.61
Paramount Comm.,530555,PARACABLES,Cables - Power,78.77,27.40,11.76,202.94,24.04,9.55,12.01,19.13,10.03,71.75,16.27,22.90,22.57,161.06,10.70,13.89,9.63,17.95,12.44,-12.80,34.22,-11.18,40.90,8.84,2390.16
Paramount Cosmet,507970,,Personal Care - Indian,51.31,7.61,-0.05,-61.11,16.59,1.49,10.61,-6.48,-7.47,-12.60,-10.78,-10.34,-6.16,-61.11,16.59,12.08,-35.06,12.08,-35.06,0.00,-0.72,-0.12,1.51,2.57,24.91
Paras Defence,543367,PARAS,Engineering,1250.20,20.93,10.42,24.13,9.58,13.97,13.97,,,9.37,5.19,,,13.55,-25.46,,,,,,25.70,,42.67,,4875.79
Paras Petrofils,521246,PARASPETRO,Textiles - Manmade,3.92,,,,,-100.00,-100.00,,,,,,,,,,5.58,,5.58,1.04,0.47,0.57,0.47,0.43,131.01
Parin Furniture,,PARIN,Miscellaneous,295.00,-0.79,2.83,-20.92,-11.06,0.91,0.91,,,-10.31,-1.31,,,-20.92,-11.06,,,,,0.00,3.55,,8.78,,327.98
Parker Agrochem,524628,,Miscellaneous,18.00,35.19,10.13,35.47,29.01,-48.13,26.68,-8.54,-29.88,52.17,56.97,11.70,4.68,35.47,29.01,47.63,13.19,47.63,13.19,0.00,-0.45,-0.22,-0.24,-0.09,8.60
Parle Industries,532911,,Construction,11.41,,,-46.87,-50.00,-51.63,-100.00,,,0.00,-42.69,6.67,4.62,-46.87,-50.00,-4.03,11.61,-4.03,11.61,-7.12,0.07,0.14,0.10,0.24,15.97
Parmax Pharma,540359,,Pharmaceuticals - Indian - Bulk Drugs,37.60,-24.98,-1.62,,,-15.57,-15.57,,,,,,,,,,,,,0.00,-0.91,-0.44,-0.29,-0.12,14.07
Parnax Lab,506128,,Pharmaceuticals - Indian - Formulations,102.75,27.96,11.65,203.56,23.83,3.11,2.81,10.33,10.45,33.89,14.59,8.94,10.00,176.91,16.61,9.88,10.42,14.70,13.79,9.70,4.64,3.81,11.95,10.30,118.01
Parshva Enterpr.,542694,,Trading,160.50,34.56,28.79,14.47,-2.09,35.38,35.38,,,13.37,2.53,,,11.15,-9.71,,,,,1.65,0.24,,0.39,,161.30
Parshwanath Corp,511176,,Construction,83.05,10.27,-1.92,19.43,3.90,13.46,13.46,13.71,-2.24,12.96,-2.98,11.41,48.17,19.43,3.90,24.36,19.17,24.36,18.12,0.00,0.38,0.32,0.44,0.35,26.01
Parsvnath Devl.,532780,PARSVNATH,Construction,17.43,9.03,-12.67,-20.97,-25.34,-30.35,5.51,7.69,-1.81,,-5.40,,,-20.97,-25.34,,,,,-2.84,-523.09,-314.49,-42.50,18.25,758.52
Party Cruisers,,PARTYCRUS,Miscellaneous,118.20,89.88,27.03,151.71,26.50,16.59,52.82,25.12,21.50,125.79,27.21,34.66,22.60,151.43,18.48,-28.33,-23.15,40.69,23.23,0.00,2.83,1.94,3.85,2.77,132.83
Parvati Sweetner,541347,,Sugar,11.10,11.24,6.19,13.42,95.56,16.64,16.64,6.82,,9.92,1.34,3.92,,4.67,86.35,,,6.50,,12.58,1.06,,4.57,,165.55
Pasari Spinning,521080,,Textiles - Cotton/Blended,11.14,5.36,1.84,26.98,9.75,1.47,1.47,12.11,,5.04,-0.39,15.98,-0.38,26.98,9.75,13.81,11.88,13.81,11.88,-0.43,0.21,0.03,0.28,0.16,15.37
Pashupati Cotsp.,,PASHUPATI,Textiles - Cotton/Blended,459.05,14.29,4.13,16.05,-7.66,11.47,11.08,13.23,24.77,4.13,-1.97,3.92,19.60,16.05,-14.69,,,-8.60,38.48,4.05,5.88,7.32,20.73,21.83,701.61
Pasupati Acrylon,500456,PASUPTAC,Textiles - Manmade,39.95,4.44,-6.96,-32.58,-13.59,-0.55,-19.60,3.21,0.98,-26.84,-13.99,-12.98,-3.01,-32.58,-13.59,-13.90,4.11,-13.90,4.11,0.00,30.22,29.34,45.14,47.77,356.07
Pasupati Fincap,511734,,Finance & Investments,5.76,,,16.26,,,,,,19.68,,-12.27,,16.26,,,,,,0.00,-0.11,-0.48,-0.10,-0.47,2.71
Pasupati Spinng.,503092,,Textiles - Spinning - Synthetic / Blended,33.01,17.55,-0.86,27.76,42.78,-7.55,-2.41,-4.57,-6.20,95.54,-5.56,-5.13,-2.79,27.76,42.78,-4.26,21.34,-4.26,21.34,0.00,-1.05,-0.38,3.64,5.33,30.83
Patanjali Foods,500368,PATANJALI,Solvent Extraction,1705.65,24.80,20.04,4.02,58.18,3.05,24.40,7.99,2.67,14.22,46.78,24.40,6.88,-2.75,55.66,14.26,52.41,14.55,53.64,-26.09,673.95,-448.08,1064.92,8.47,61743.65
Patdiam Jeweller,539401,,Diamond Cutting / Jewellery,220.00,15.24,8.52,30.44,39.69,-0.05,-0.05,12.70,10.93,27.41,23.70,16.77,12.21,30.44,39.69,29.50,13.58,29.50,22.66,0.00,5.04,3.20,8.03,5.98,94.97
Patel Engineerin,531120,PATELENG,Construction,56.93,31.58,13.98,70.72,14.49,3.85,10.79,2.27,2.07,30.20,7.35,2.50,3.48,67.34,8.50,21.05,19.27,23.87,32.28,-20.13,83.96,55.52,493.08,523.76,4807.03
Patel Integrated,526381,PATINTLOG,Miscellaneous,26.08,11.03,-8.29,380.30,-2.63,-6.67,4.41,-6.18,-6.06,2.70,-11.51,-9.82,-4.05,383.78,-2.21,-5.12,8.22,-4.89,8.91,-2.93,3.19,5.27,8.75,13.32,168.44
Patels Airtemp,517417,,Engineering,678.50,13.23,19.69,9.09,15.06,18.72,18.72,,,11.62,15.39,,,6.36,13.32,,,,,-0.77,12.19,,26.34,,371.16
Patidar Buildcon,524031,,Construction,9.93,-39.53,-35.18,,,-32.34,-32.34,-18.94,-22.90,,,,,,,,,,,0.00,0.00,0.11,0.00,0.14,5.46
Patron Exim,543798,,Trading,8.35,,,,,-49.19,-49.19,,,,,,,,,,,,,,,,,,19.36
Patspin India,514326,,Textiles - Cotton/Blended,15.08,-33.35,-39.67,20.86,,-10.48,-41.45,-29.99,-23.14,35.08,-45.35,-38.74,-29.61,20.86,,,,,,0.00,-21.95,-12.33,-5.95,12.07,46.63
Pattech Fitwell,,PATTECH,Castings & Forgings,99.50,,,,,-35.66,-35.66,,,,,,,,,,,,,,,,,,77.18
Paul Merchants,539113,,Finance & Investments,798.80,29.90,6.23,18.15,20.30,13.87,9.68,12.68,,32.99,33.94,28.16,,18.36,20.43,22.82,,22.73,,1.94,39.99,48.27,69.92,67.53,246.35
Paushak,532742,,Chemicals,6120.40,13.52,8.13,10.36,9.36,6.45,2.24,16.15,14.33,12.12,12.57,29.33,18.13,10.36,9.36,34.53,18.96,33.76,18.49,0.00,40.58,28.46,54.18,37.96,1886.38
Pavna Industries,543915,PAVNAIND,Auto Ancillaries,469.45,13.21,,19.01,,15.17,15.17,,,23.18,,,,19.07,,,,,,0.00,7.31,,20.21,,571.83
PB Fintech.,543390,POLICYBZR,Computers - Software - Medium / Small,1500.80,57.10,47.51,33.16,16.75,47.41,56.69,,,53.87,20.84,,,26.00,14.87,,,,,,-361.66,,-338.76,,68441.61
PBM Polytex,514087,,Textiles - Cotton/Blended,112.00,7.54,-1.91,,,-7.11,-9.83,1.00,,,,,,,,,,,,-0.68,2.41,3.54,3.86,6.44,77.05
PC Jeweller,534809,PCJEWELLER,Diamond Cutting / Jewellery,95.03,-40.16,-41.28,,,-9.76,-43.19,-31.40,-19.54,,,,,,,,,,,0.00,-215.78,56.21,220.37,490.39,4422.73
PCBL Ltd,506590,PCBL,Chemicals,376.90,34.14,12.72,16.54,5.42,8.46,11.18,18.76,10.92,26.42,11.33,21.47,36.56,13.06,3.52,30.89,21.87,32.61,22.69,-2.15,385.33,262.32,567.54,417.83,14226.57
PCS Technology,517119,,Computers - Software - Medium / Small,36.35,10.79,-9.50,25.52,29.99,-36.94,6.25,-46.14,-43.38,6.54,2.02,-17.67,-16.71,25.52,29.99,-19.94,-13.78,-19.94,-13.78,0.00,-0.46,1.18,0.20,2.68,76.15
PDS,538730,PDSL,Trading,585.40,18.63,9.85,20.65,26.93,6.67,2.50,12.26,10.90,18.38,24.54,30.27,22.12,20.13,26.60,38.85,-33.76,39.11,21.75,-0.92,158.72,92.16,308.35,188.29,7730.30
Pearl Global Ind,532808,PGIL,Textiles - Products,986.45,32.09,14.35,172.18,26.78,8.79,8.79,12.17,-3.08,57.75,21.79,19.58,11.05,171.59,26.62,22.89,14.79,23.00,14.86,-3.37,80.09,57.21,161.65,118.88,4502.39
Pearl Green Club,543540,,Trading,187.35,156.06,,65.10,,101.05,101.05,,,73.25,,,,-54.37,,,,,,,0.12,,0.16,,44.36
Pearl Polymers,523260,PEARLPOLY,Trading,31.46,-47.23,-37.98,27.09,16.19,-10.93,-19.98,-28.64,-23.03,34.20,-25.50,-29.03,-24.10,27.09,16.19,22.04,3.30,22.04,3.30,0.00,-2.14,-2.10,0.45,1.45,52.95
Pecos Hotels,539273,,Hotels,301.00,52.70,5.44,55.10,19.80,12.35,10.20,8.36,14.59,90.57,10.21,16.55,24.44,55.10,19.80,19.67,11.45,19.67,60.86,4.66,0.36,0.32,0.55,0.50,39.43
Pee Cee Cosma,524136,,Detergents / Intermediates,433.65,17.56,11.94,30.11,29.74,6.28,11.22,9.48,5.85,30.21,27.16,24.00,14.78,30.11,29.74,31.44,18.70,31.44,18.70,-1.48,4.29,3.29,6.20,5.05,114.92
Peeti Securities,531352,,Trading,23.59,7.02,1.84,-31.40,-12.29,9.22,9.22,3.64,9.99,-30.66,-11.89,-5.48,4.67,-31.40,-12.29,-4.60,4.66,-4.60,4.66,0.52,0.61,0.58,0.82,0.78,8.85
Peninsula Land,503031,PENINLAND,Construction,64.14,29.44,11.78,38.86,16.84,-32.04,46.84,11.34,7.43,98.03,19.14,53.89,-1.27,37.73,16.66,13.12,7.01,13.38,8.09,3.69,-91.97,-154.32,-2.38,-33.16,1980.01
Pennar Industrie,513228,PENIND,Steel - Medium / Small,186.06,27.08,7.97,119.46,7.85,13.66,8.15,10.65,10.78,41.07,9.25,9.84,12.94,122.59,5.41,14.25,13.13,16.13,14.42,1.93,51.42,52.01,156.13,151.97,2510.81
Pentagon Rubber,,PENTAGON,Miscellaneous,118.25,36.01,,59.22,,24.29,24.29,,,44.56,,,,27.94,,,,,,,2.51,,3.91,,91.17
Pentokey Organy,524210,,Trading,51.00,,-13.88,77.84,27.11,-29.79,-83.21,28.51,-28.36,78.72,28.17,14.51,-8.65,77.84,27.11,11.92,9.20,11.92,9.20,8.10,0.64,-1.60,0.65,-0.46,31.98
Peoples Invest,501144,,Finance & Investments,167.45,6.27,0.00,,,33.33,-14.29,5.96,,,,,,,,,,,,-22.50,0.01,0.00,0.01,0.00,3.35
Perfect Infraeng,,PERFECT,Electric Equipment,28.70,73.90,-10.19,34.82,42.41,-17.62,-17.62,-12.92,-11.84,54.52,-10.08,-10.15,-3.91,35.35,41.47,0.94,-0.66,5.33,9.87,-15.27,-0.52,-0.05,-0.20,1.01,50.20
Perfect-Octave,521062,,Entertainment / Electronic Media Software,5.07,12.07,7.27,38.84,87.22,-30.32,-2.56,85.65,-19.67,81.71,69.52,11.74,9.22,38.84,87.22,10.77,7.44,10.77,7.45,0.00,0.07,-1.75,0.31,-1.57,17.59
Perfectpac,526435,,Packaging,128.10,15.34,5.46,72.90,6.54,1.19,1.19,4.58,1.86,30.35,4.93,5.61,15.78,73.25,6.67,11.66,16.44,11.57,16.40,0.76,2.24,1.75,3.48,3.06,85.31
Peria Kara. Tea,,PKTEA,Tea,414.00,-9.64,1.77,-22.11,12.83,4.19,4.19,2.48,3.80,-25.56,4.85,14.33,13.56,-22.11,12.83,27.04,16.90,27.04,16.90,8.41,1.95,1.29,7.42,4.76,128.17
Permanent Magnet,504132,,Electronics - Components,1068.50,,,,,,,,,,,,,,,,,,,-2.02,,,,,918.91
Persistent Sys,533179,PERSISTENT,Computers - Software - Large,4636.35,32.86,23.88,35.94,26.93,17.45,17.62,19.16,19.39,32.85,23.91,18.15,14.95,35.60,27.89,20.42,16.29,19.77,15.85,-0.24,683.34,489.78,936.76,667.40,71422.97
Petro Carbon,,PCCL,Chemicals,288.45,52.46,19.49,500.34,67.80,-2.04,4.49,,,246.86,42.31,,,510.69,69.53,,,,,,19.90,,36.37,,712.47
Petronet LNG,532522,PETRONET,Miscellaneous,362.40,26.54,6.55,6.23,10.40,-7.67,-7.67,11.50,3.40,4.60,9.23,10.26,14.00,6.23,10.40,10.98,17.51,10.98,17.51,0.00,3165.87,2345.69,4478.95,3407.92,54360.00
Pfizer,500680,PFIZER,Pharmaceuticals - Multinational,5658.30,-0.68,1.05,3.11,4.92,3.37,3.37,1.57,7.03,0.93,2.16,8.85,8.93,3.11,4.92,11.57,4.94,11.57,9.52,0.00,553.07,420.71,735.72,605.85,25885.44
PFL Infotech,531769,,Computers - Software - Medium / Small,4.32,,,,,,,,,,,,,,,,,,,0.00,-1.73,-0.75,-1.70,-0.68,3.23
PG Electroplast,533581,PGEL,Electronics - Components,434.40,57.48,,124.39,,58.08,58.08,,,74.18,,,,104.45,,,,,,-12.27,,,,,11336.90
PG Foils,526747,,Aluminium and Aluminium Products,199.75,8.02,4.15,3.64,1.31,4.20,-5.98,4.23,5.52,0.81,-3.50,-2.91,11.92,-8.53,-6.01,-7.77,42.49,-2.70,47.66,-7.75,19.29,14.96,35.75,28.76,235.61
PH Trading,512026,,Trading,2.14,,,67.11,-15.44,-41.74,-97.12,,,78.28,-14.09,-21.43,-17.07,67.11,-15.44,18.24,3.82,,3.82,8.69,-0.06,0.00,-0.02,0.61,0.10
Phaarmasia,523620,,Pharmaceuticals - Indian - Bulk Drugs & Formln,46.58,23.60,5.00,,,4.75,4.20,11.44,7.27,,,,,,,,,,,0.00,-0.50,-0.08,-0.39,0.04,31.81
Phantom Digital,,PHANTOMFX,Entertainment / Electronic Media Software,396.25,136.42,56.03,570.45,231.75,54.31,54.31,,,278.43,102.36,,,-39.46,-21.61,,,,,,9.08,,13.09,,538.08
Pharmaids Pharma,524572,,Pharmaceuticals - Indian - Formulations,46.50,,,,,-100.00,-100.00,,,,,,,,,,,,,-60.24,,,,,164.00
Phoenix Intl.,526481,,Leather / Leather Products,47.30,4.42,-8.38,43.23,-4.84,1.11,1.11,-5.54,-2.90,-5.60,-3.88,0.83,2.75,43.23,-4.84,25.50,13.69,25.50,13.69,0.00,2.07,1.59,11.44,10.85,79.42
Phoenix Mills,503100,PHOENIXLTD,Construction,3472.35,56.41,15.01,180.32,23.77,7.91,40.41,11.85,10.68,59.07,16.74,14.42,12.56,176.71,20.03,27.68,22.25,30.53,24.85,1.77,513.99,349.00,1049.50,868.55,62059.59
Phoenix Township,537839,,Hotels,139.10,,,,,,,,,,,,,,,,,,,0.00,,,,,194.52
Phosphate Co,542123,,Fertilizers,159.00,23.38,9.81,-6.86,7.15,1.21,1.21,9.06,5.14,-0.04,-3.26,-1.37,5.00,-6.86,7.15,,,22.79,16.72,0.00,2.78,1.00,7.28,6.48,57.36
Photon Capital,509084,,Finance & Investments,66.15,192.40,22.67,,,-30.00,19.05,-30.14,-18.27,159.62,31.12,-28.39,8.08,,,,-7.14,,-7.14,0.00,-0.22,,0.29,,9.99
Photoquip India,526588,,Photographic And Allied Products,24.52,19.44,-15.69,10.62,-19.61,-11.37,-6.85,-14.31,-15.91,15.67,,,,14.03,-7.74,-0.37,2.81,-4.61,1.40,-12.00,-2.97,-2.70,-1.13,-1.18,14.71
Phyto Chem (I),524808,,Pesticides / Agrochemicals - Indian,29.64,-30.70,-24.18,,,0.36,-25.19,-14.53,-6.59,,,,,,,,,,,0.00,-0.43,0.11,1.69,2.22,12.75
Piccadily Agro,530305,,Breweries & Distilleries,862.65,16.87,16.02,69.65,110.29,7.65,17.12,13.10,7.56,40.82,33.29,17.45,11.37,69.65,110.29,40.74,15.20,40.74,15.19,0.07,35.44,20.24,60.57,42.32,8138.18
Piccadily Sugar,507498,,Breweries & Distilleries,83.60,-41.15,-31.89,,,-14.63,-38.93,-6.73,-10.26,,,,,,,,,,,0.00,-1.93,-1.37,-1.84,-1.16,194.37
Picturehouse,532355,,Entertainment / Electronic Media Software,9.18,265.93,-39.96,25.71,14.79,-45.84,-2.37,-54.31,-41.32,33.60,15.87,-13.69,-15.93,25.71,14.79,10.00,,10.00,,1.85,-32.95,-33.44,-8.73,-5.92,47.97
Pidilite Inds.,500331,PIDILITIND,Chemicals,3134.05,19.30,11.84,16.29,13.68,8.22,4.95,11.96,11.20,17.13,13.35,10.89,14.99,16.26,13.65,11.07,14.97,10.94,14.88,-0.38,1311.29,1062.24,1812.70,1492.11,159400.71
Pil Italica Life,500327,PILITA,Plastics Products,13.04,20.72,12.64,7.51,12.93,14.24,14.40,7.36,10.65,11.92,18.79,16.16,22.76,7.51,12.93,11.28,30.35,12.51,35.22,-11.53,2.90,2.85,5.24,3.70,306.44
Pilani Invest.,539883,PILANIINVS,Finance & Investments,5054.00,12.95,62.63,19.86,-39.28,2.70,29.62,35.25,20.23,12.83,66.03,36.67,19.80,19.86,-39.25,21.49,16.81,21.44,16.79,0.00,177.08,294.25,221.06,123.10,5595.92
