Name,BSE Code,NSE Code,Industry,Current Price,Price to Sales,Price to Free Cash Flow,EVEBITDA,Current ratio,Interest Coverage Ratio,PEG Ratio,Working Capital to Sales ratio,QoQ Profits,QoQ Sales,Net worth,Market Cap to Sales,Interest Coverage,Enterprise Value to EBIT,Debt Capacity,Debt To Profit,Total Capital Employed,CROIC,debtplus,Leverage,Dividend Payout,Intrinsic Value,cash debt contingent liabilities by mcap,Cash by market cap,52w Index,Down from 52w high,Up from 52w low,From 52w high,Mkt Cap To Debt Cap,Dividend Payout Ratio,Graham,Price to Cash Flow,ROCE3yr avg,PB X PE,NCAVPS,Market Capt to Cash Flow,Altman Z Score,Market cap to quarterly profit,Market Capitalization
Shankara Build.,540425,SHANKARA,Trading,664.60,0.33,59.61,10.72,1.67,4.31,1.00,11.98,13.07,16.93,797.57,0.33,4.31,11.95,0.07,1.07,874.18,3.40,0.11,1.80,8.97,698.88,-3.44,0.01,18.40,28.48,9.87,0.72,2.35,8.97,497.58,165.47,14.44,40.58,239.02,165.80,6.10,66.54,1611.61
Shantai Indust.,512297,,Trading,49.37,5.74,-201.97,-114.67,249.33,,,577.52,216.67,,7.36,5.74,,-114.67,0.01,0.00,7.46,-0.50,0.00,1.04,0.00,,7.15,0.07,94.60,3.20,137.36,0.97,-4.17,0.00,,185.14,-0.54,,49.67,185.25,4.28,105.86,7.41
Shanthala,,SHANTHALA,Trading,58.00,0.94,-8.24,58.31,8.25,2.65,,17.71,30.77,20.66,15.56,0.94,2.65,61.18,,0.62,9.70,-79.94,0.01,4.59,0.00,11.84,3.09,0.04,4.81,60.00,8.21,0.40,,0.00,17.79,-2.52,9.97,239.81,10.93,-2.51,5.93,,38.85
Shanthi Gears,522034,SHANTIGEAR,Engineering,620.95,8.61,149.64,37.21,3.12,,2.80,37.11,-15.65,-9.65,345.31,8.61,,41.55,0.04,0.00,281.64,9.83,0.01,1.19,46.63,207.75,0.12,0.01,72.79,11.74,55.26,0.88,8.64,46.63,106.42,131.38,29.76,766.31,26.78,131.41,20.96,219.93,4763.67
Shanti Educat.,539921,,Miscellaneous,134.95,142.75,-3045.83,397.27,2.10,21.58,22.74,28.84,420.93,385.14,63.25,142.75,21.58,419.52,0.00,0.48,22.87,-1.12,0.04,1.06,0.00,6.30,-0.07,0.00,82.95,11.22,159.47,0.89,-700.87,0.00,4.45,-1059.85,5.94,20731.26,0.27,-1059.85,52.97,787.21,2172.70
Shanti Guru Inds,534708,,Trading,27.91,,77.43,-325.80,3.05,,,,20.00,,13.85,,,-325.80,0.24,-3.10,3.47,3.10,0.02,1.06,0.00,,-0.52,0.00,100.00,0.00,343.02,1.00,5.48,0.00,,8.19,-1.85,,1.65,8.20,5.21,-429.50,34.36
Shanti Overseas,,SHANTI,Food - Processing - Indian,15.93,1.66,1.78,-10.72,2.39,-11.06,,72.33,79.07,-39.91,13.97,1.66,-11.06,-9.53,1.61,-0.74,8.37,62.66,0.08,1.38,0.00,,-1.24,0.08,11.63,53.69,18.00,0.46,0.15,0.00,,-17.34,-10.97,,6.95,-17.34,3.01,-196.56,17.69
Shanti Spintex,544059,,Textiles - Cotton/Blended,70.58,0.24,79.88,5.27,1.50,6.54,,9.80,48.47,111.63,76.78,0.24,6.54,6.45,0.06,1.71,116.87,1.53,0.27,3.14,0.00,200.52,-15.24,0.04,48.02,27.18,52.61,0.73,1.20,0.00,94.30,17.11,16.48,12.64,29.32,17.10,4.81,,119.20
Shantidoot Infra,543598,,Construction,288.20,5.18,104.45,26.03,3.63,56.67,,44.50,117.95,106.75,5.50,5.18,56.67,29.39,0.06,0.08,4.92,10.33,0.02,1.43,0.00,242.42,2.05,0.02,100.00,0.00,292.91,1.00,9.92,0.00,68.90,28.04,64.39,393.66,24.72,28.01,15.30,,51.82
Sharanam Infra,539584,,Trading,0.85,5.80,-4.01,271.00,0.34,3.00,19.73,-510.80,1100.00,,10.56,5.80,3.00,361.33,-0.53,23.00,-8.98,-33.91,0.07,1.40,0.00,0.13,-6.27,0.00,42.70,37.50,80.85,0.63,-0.53,0.00,0.22,-1.37,-1.11,329.80,-0.75,-1.37,0.88,102.00,10.20
Sharat Industrie,519397,,Aquaculture,51.05,0.65,448.11,12.43,1.42,2.01,1.85,42.60,750.00,38.94,83.97,0.65,2.01,15.59,-0.41,16.27,180.78,0.26,1.34,2.39,10.18,18.67,-53.19,0.04,57.13,21.36,56.74,0.79,5.91,10.18,29.40,-121.47,9.43,67.70,33.66,-121.34,4.77,65.82,201.42
Sharda Cropchem,538666,SHARDACROP,Pesticides / Agrochemicals - Indian,556.00,1.52,80.50,10.40,1.76,33.11,-1.09,36.52,-81.01,-40.16,2237.11,1.52,33.11,23.12,0.21,0.57,2200.00,2.77,0.07,1.87,84.90,422.61,-1.51,0.03,91.54,3.81,74.84,0.96,1.51,84.90,302.30,14.69,17.05,76.03,134.04,14.70,4.13,184.08,5016.26
Sharda Ispat,513548,,Steel - Medium / Small,609.80,1.36,380.81,15.72,2.95,14.60,1.42,30.88,18.08,-9.71,51.68,1.36,14.60,16.38,-0.05,1.56,72.55,1.27,0.42,1.31,0.00,440.18,-6.63,0.00,78.69,18.93,625.95,0.81,15.59,0.00,251.05,41.80,19.17,132.80,137.59,41.64,12.33,74.11,309.78
Sharda Motor,535602,SHARDAMOTR,Auto Ancillaries,2426.70,2.54,94.25,14.59,1.77,194.81,0.80,16.02,-10.97,-2.55,1025.13,2.54,194.81,16.42,0.17,0.08,674.16,8.24,0.18,1.49,0.00,2090.32,1.12,0.03,75.41,17.90,201.75,0.82,6.02,0.00,908.23,19.50,39.84,160.65,153.18,19.52,10.79,94.54,7214.97
Shardul Sec.,512393,,Finance & Investments,247.45,2.50,123.61,2.54,11.75,429.29,0.02,16.66,-60.65,-9.38,671.18,2.50,429.29,2.55,1.55,0.10,44.64,0.62,0.04,0.87,0.00,414.15,-0.51,0.05,79.55,14.26,183.12,0.86,30.99,0.00,694.55,21.80,10.84,2.88,16.46,21.80,3.41,26.86,433.04
Share India Sec.,540725,SHAREINDIA,Finance & Investments,299.55,3.74,-85.55,6.44,3.44,7.21,0.18,99.66,-11.05,-11.00,1746.77,3.74,7.21,6.58,0.31,0.95,1690.64,-4.19,0.91,1.35,5.40,800.60,5.57,0.28,34.71,26.58,23.83,0.73,17.54,5.40,226.64,-19.52,49.11,44.51,79.79,-19.52,6.25,58.95,6060.17
Sharika Enterpr.,540786,,Trading,28.81,1.50,143.94,50.18,1.73,1.41,3.28,41.60,-132.17,-38.76,25.21,1.50,1.41,70.60,-0.12,11.13,39.16,2.16,0.83,2.11,0.00,9.16,-15.68,0.01,86.41,11.30,426.69,0.89,31.99,0.00,6.65,164.14,2.19,422.98,8.01,164.14,6.58,-50.30,124.75
Sharma E I Hosp.,524548,,Healthcare,75.26,1.33,,8.52,0.57,2.05,1.50,-8.10,-82.61,-69.23,11.23,1.33,2.05,14.98,0.02,7.64,6.20,2.96,,2.18,0.00,,-18.35,0.02,100.00,0.00,234.49,1.00,2.06,0.00,,,11.24,,,-21.85,3.11,617.25,24.69
Sharp Chucks and,,SCML,Castings & Forgings,128.00,0.68,1974.86,14.62,1.07,,1.24,35.29,53.11,8.91,60.23,0.68,,25.79,-0.32,13.75,150.87,0.05,1.39,3.44,0.00,96.86,-60.91,0.01,89.68,6.16,132.73,0.94,0.90,0.00,85.19,6.44,8.95,50.81,65.89,6.42,3.14,,137.73
Sharp India,523449,,Electronics - Consumer,83.09,,-24.05,-34.73,0.02,-1.07,,,-4.75,,-99.33,,-1.07,-34.09,-0.58,-5.61,0.67,-1491.11,-1.01,-0.03,0.00,,-45.67,0.01,82.01,9.09,83.83,0.91,-1.95,0.00,,-24.88,-1056.46,,-0.36,-24.92,48.69,-44.44,215.54
Sharp Investment,538212,,Finance & Investments,0.80,74.50,29.95,,1.49,,,488.46,2200.00,,28.39,74.50,,,1.51,,1.27,2.28,0.00,1.08,,,17.35,0.16,64.58,17.53,63.27,0.82,2.56,,,29.35,-0.07,,0.05,29.35,2.34,92.24,19.37
Sharpline Broadc,543341,,Miscellaneous,7.54,0.40,3.53,8.09,0.77,24.11,0.43,15.43,-248.89,16.69,21.93,0.40,24.11,10.55,0.48,6.68,7.31,10.49,0.47,2.01,0.00,20.58,-81.03,0.02,31.28,43.01,52.32,0.57,0.34,0.00,16.43,1.60,5.12,4.73,2.89,1.59,2.24,-9.44,12.65
Shashijit Infra.,540147,,Construction,6.86,1.30,-47.93,20.40,1.22,1.19,8.34,50.49,-1375.00,5.85,11.20,1.30,1.19,34.90,-0.18,-19.15,21.36,-3.11,1.05,3.30,0.00,,-33.12,0.00,43.51,31.94,56.62,0.68,1.71,0.00,,25.70,5.82,340.84,2.67,25.71,3.37,-443.50,35.48
Shashwat Furnis.,543519,,Miscellaneous,42.70,2.92,-3.70,-20.54,2.59,-4.29,,103.27,21.15,100.00,3.22,2.92,-4.29,-14.07,,-1.71,4.56,-45.36,0.48,1.40,0.00,,-11.43,0.06,87.16,4.98,55.27,0.95,,0.00,,-3.09,2.38,,15.05,-3.08,4.23,297.33,8.92
Sheela Foam,540203,SFL,Miscellaneous,998.30,3.45,-17.95,30.27,0.76,3.07,79.04,3.25,-28.46,-4.19,2920.19,3.45,3.07,44.95,0.02,8.12,3396.59,-18.17,0.53,1.37,0.00,285.84,-13.72,0.00,32.55,23.05,16.90,0.77,3.52,0.00,321.10,26.73,13.11,305.78,9.42,26.73,4.81,537.99,10851.26
Sheetal Cool,540757,SCPL,Food - Processing - Indian,419.35,1.29,136.89,11.69,1.95,4.22,0.51,46.56,4.35,46.02,114.53,1.29,4.22,14.56,-0.06,4.01,202.84,1.70,0.73,2.01,0.00,196.99,-17.83,0.01,31.97,33.91,31.77,0.66,2.18,0.00,217.07,14.72,21.41,83.87,151.34,14.72,6.45,59.18,440.32
Sheetal Univer.,,SHEETAL,Food - Processing - Indian,57.10,0.49,-6.19,15.10,2.95,3.11,,26.49,,,26.58,0.49,3.11,17.86,,7.29,41.18,-52.92,,4.32,0.00,,-19.55,0.04,5.43,37.87,3.63,0.62,,0.00,,-2.43,16.96,,31.05,-2.42,6.53,,65.41
Shekhawati Poly.,533301,SPYL,Textiles - Processing,6.80,3.42,9.15,9.35,1.17,470.00,0.48,7.51,-98.38,-31.40,7.27,3.42,470.00,12.49,0.05,0.01,7.36,81.65,0.58,10.48,0.00,2.78,-1.66,0.00,94.40,5.29,1600.00,0.95,4.88,0.00,4.67,18.98,-8.04,402.68,0.15,18.98,11.83,99.32,234.40
Shelter Infra,526839,,Miscellaneous,11.66,2.54,44.97,-263.38,0.76,-17.00,,489.02,-466.67,68.57,3.66,2.54,-17.00,-123.94,-3.78,-92.68,18.13,0.43,10.95,11.39,0.00,,-954.57,0.17,64.38,21.90,102.78,0.78,4.50,0.00,,26.24,-1.30,,22.28,26.00,0.55,-24.47,4.16
Shelter Pharma,543963,,Pharmaceuticals - Indian - Bulk Drugs,53.30,1.54,-66.72,6.66,20.22,166.60,,70.59,0.65,7.25,32.00,1.54,166.60,6.86,-0.01,0.09,31.83,-5.69,0.02,1.48,0.00,112.44,-0.23,0.01,36.41,34.12,42.13,0.66,-13.11,0.00,61.15,-33.42,50.14,17.10,24.35,-33.30,6.46,,61.61
Shemaroo Entert.,538685,SHEMAROO,Entertainment / Electronic Media Software,160.80,0.62,67.16,-47.59,2.09,-0.60,,116.48,-22.57,-22.36,553.23,0.62,-0.60,-35.05,-0.68,-8.37,869.06,0.73,0.61,1.86,0.00,,-76.55,0.00,32.88,33.00,31.80,0.67,3.18,0.00,,17.15,3.00,,302.11,17.13,3.03,-25.72,438.45
Shera Energy,,SHERA,Mining / Minerals / Metals,189.20,0.44,32.35,10.04,1.31,1.64,,16.38,74.54,3.66,106.92,0.44,1.64,11.23,-0.08,8.52,252.83,5.70,1.87,3.83,0.00,152.12,-42.59,0.03,81.19,9.90,90.34,0.90,1.55,0.00,81.76,11.30,17.59,137.58,69.64,11.29,4.86,108.60,431.16
Shervani Indl Sy,526117,,Construction,598.00,1.08,-57.66,4.86,3.11,225.93,-1.69,92.28,-152.39,96.48,154.87,1.08,225.93,5.00,0.10,1.02,156.65,-1.62,0.41,1.59,16.79,1561.59,-29.21,0.10,52.35,25.25,59.00,0.75,-7.44,16.79,1213.89,-18.25,11.84,5.19,506.50,-18.06,3.81,-58.50,153.86
Sheshadri Indus.,539111,,Textiles - Products,15.45,0.30,1.32,-127.18,0.19,-1.18,,-83.79,81.56,56.19,-19.27,0.30,-1.18,-17.20,-2.14,-11.11,8.63,49.43,-1.46,-2.00,0.00,,-368.02,0.01,45.24,22.71,32.05,0.77,0.16,0.00,,-6.60,30.54,,-42.28,-6.55,-0.62,-63.83,7.66
Shetron,526137,,Packaging,133.60,0.50,22.17,7.26,1.47,2.04,0.75,27.88,-36.36,2.94,56.44,0.50,2.04,9.72,-0.25,9.27,114.32,4.61,1.16,2.72,13.78,77.26,-50.07,0.05,71.71,13.08,61.65,0.87,1.21,13.78,101.14,6.13,15.86,39.21,74.31,6.13,4.14,107.36,120.24
Shigan Quantum,,SHIGAN,Auto Ancillaries,108.10,1.29,-16.24,15.30,1.77,2.59,2.41,61.49,92.93,30.60,65.45,1.29,2.59,19.46,-0.23,8.30,110.73,-13.60,0.67,2.37,0.00,49.35,-21.48,0.01,23.87,35.19,20.51,0.65,-6.35,0.00,49.44,-15.86,18.59,107.47,51.62,-15.88,4.67,,195.98
Shilchar Tech.,531201,,Electric Equipment,6818.05,13.10,170.40,40.74,2.81,588.38,0.88,36.27,-4.10,-10.62,209.59,13.10,588.38,41.60,0.03,0.00,189.15,18.37,0.18,1.12,10.38,3334.42,0.42,0.01,96.02,3.32,484.41,0.97,16.58,10.38,863.11,67.75,50.73,1403.75,189.42,67.99,32.79,207.83,5199.99
Shilp Gravures,513709,,Mining / Minerals / Metals,163.70,1.30,26.94,5.31,5.16,59.28,0.95,60.84,-55.70,11.23,97.89,1.30,59.28,6.87,0.66,0.30,94.56,3.89,0.03,1.11,11.52,184.88,-1.21,0.01,53.12,21.30,44.23,0.79,0.78,11.52,255.51,11.36,12.35,9.25,77.49,11.45,4.21,76.27,100.68
Shilpa Medicare,530549,SHILPAMED,Pharmaceuticals - Indian - Formulations,699.70,5.94,-66.57,31.26,1.26,1.53,-11.20,48.58,421.28,1.72,1808.69,5.94,1.53,55.34,-0.07,29.34,2663.08,-3.87,0.49,1.66,0.00,107.55,-14.24,0.00,90.93,5.43,136.03,0.95,4.29,0.00,131.20,50.56,3.92,745.18,57.20,50.56,5.10,328.02,6842.43
Shine Fashions,543244,,Trading,440.00,2.27,-5280.00,23.22,1.68,106.40,,20.47,54.19,66.91,10.19,2.27,106.40,23.31,,0.25,11.28,-0.24,0.10,1.87,0.00,420.69,-0.72,0.00,102.84,-2.84,,1.03,,0.00,107.01,114.07,27.82,380.40,39.57,113.99,11.58,,123.11
Shipping Land,544142,SCILAL,Miscellaneous,98.93,267.60,,82.53,3.98,5511.00,,4744.72,-45.05,-16.28,3221.63,267.60,5511.00,83.56,,0.00,3216.81,,0.00,1.07,64.74,64.58,0.07,0.04,86.79,8.87,177.50,0.91,,64.74,39.83,-12.14,1.42,138.75,17.54,-12.14,3.73,553.86,4608.15
Shish Industries,540693,,Plastics Products,128.60,4.87,-38.53,29.70,2.82,16.20,0.80,58.99,-24.81,-1.98,59.10,4.87,16.20,32.21,-0.04,1.57,71.21,-20.99,0.40,1.15,0.00,90.62,-3.84,0.02,40.52,25.25,29.90,0.75,-9.29,0.00,33.12,-28.40,22.56,344.73,15.59,-28.40,12.17,154.15,457.83
Shiv Aum Steels,,SHIVAUM,Trading,294.00,0.73,62.57,22.22,2.55,2.99,3.22,30.20,-55.54,-3.63,105.92,0.73,2.99,22.81,-0.10,6.80,169.74,4.13,0.65,1.70,0.00,120.20,-17.23,0.00,3.13,9.54,0.34,0.90,5.08,0.00,114.47,39.24,15.82,148.63,121.57,39.24,8.76,132.40,399.85
Shiva Cement,532323,,Cement - South India,50.94,4.33,-4.82,70.52,0.50,0.10,,-32.90,63.58,47.62,-146.77,4.33,0.10,295.75,-0.93,-20.83,1058.02,-25.07,-9.92,-9.99,0.00,,-96.31,0.00,56.32,15.76,31.80,0.84,42.39,0.00,,5.95,-2.89,,-3.87,5.95,1.58,-127.24,1502.73
Shiva Global,530433,,Fertilizers,46.29,0.12,-5.61,-14.96,2.07,-0.94,,52.38,-224.87,43.81,106.97,0.12,-0.94,-11.32,-2.04,18.93,248.01,-3.13,1.01,2.66,0.00,,-228.56,0.08,20.83,43.13,24.94,0.57,1.23,0.00,,-2.58,10.99,,206.80,-2.58,3.08,-3.31,46.26
Shiva Granito,540072,,Mining / Minerals / Metals,14.00,3.40,39.04,14.24,1.70,4.77,0.92,141.36,733.33,390.22,15.03,3.40,4.77,15.97,-0.15,6.46,12.11,4.40,0.36,2.22,0.00,7.56,-28.65,0.00,81.88,12.50,182.26,0.88,1.85,0.00,12.68,2.52,6.31,27.42,5.83,2.52,3.03,,18.50
Shiva Mills,540961,SHIVAMILLS,Textiles - Spinning - Synthetic / Blended,94.91,0.52,-47.27,29.29,2.28,-4.72,,26.33,148.91,33.52,96.18,0.52,-4.72,-25.54,0.39,-3.17,105.62,-1.67,0.12,1.24,0.00,,-12.67,0.07,53.31,20.48,41.66,0.80,0.50,0.00,,-4.72,4.67,,48.35,-4.74,3.76,182.27,82.02
Shiva Suitings,521003,,Trading,23.25,0.95,1116.00,51.29,29.86,,-2.89,53.44,-300.00,-35.16,2.03,0.95,,51.29,-0.01,0.00,2.02,0.17,0.00,1.17,0.00,5.81,0.28,0.01,30.38,34.36,29.60,0.66,-14.40,0.00,9.75,-46.50,5.19,128.16,12.63,-45.00,7.19,-90.00,3.60
Shiva Texyarn,511108,SHIVATEX,Textiles - Cotton/Blended,190.61,0.74,11.78,25.24,0.97,-0.09,,19.50,170.00,-7.74,122.86,0.74,-0.09,-331.23,0.10,-9.48,246.24,9.02,0.89,2.43,0.00,,-42.51,0.02,83.06,7.02,58.78,0.93,0.49,0.00,,65.55,4.90,,50.29,65.37,3.38,47.70,247.08
Shivagrico Impl.,522237,,Castings & Forgings,23.61,0.27,10.33,11.28,0.99,1.15,10.69,37.32,0.00,11.56,7.40,0.27,1.15,23.37,-1.04,274.00,27.36,4.50,2.60,3.84,0.00,4.06,-148.94,0.15,36.81,29.08,31.39,0.71,0.55,0.00,6.81,14.05,5.67,270.40,32.54,14.08,3.36,-1183.00,11.83
Shivalic,,SPCL,Electric Equipment,269.65,6.36,-386.82,34.12,1.61,6.15,,53.33,132.64,129.43,24.53,6.36,6.15,37.41,,2.85,73.13,-3.50,,2.38,0.00,,-5.68,0.00,8.40,32.04,4.52,0.68,,0.00,,-78.58,24.50,,22.61,-78.63,14.38,,650.28
Shivalik Bimetal,513097,SBCL,Mining / Minerals / Metals,638.30,8.18,190.27,29.90,4.03,25.78,1.59,50.10,58.92,-0.36,327.91,8.18,25.78,32.58,0.04,0.39,337.75,5.80,0.20,1.17,7.10,193.87,-0.79,0.01,76.20,8.03,38.76,0.92,7.49,7.10,134.31,54.12,35.51,508.04,39.09,54.13,18.24,145.33,3676.88
Shivalik Rasayan,539148,SHIVALIK,Pesticides / Agrochemicals - Indian,640.40,3.65,-16.51,23.98,1.86,4.03,16.29,68.72,5.99,1.42,507.57,3.65,4.03,33.62,-0.01,4.21,518.39,-11.41,0.15,1.25,4.76,239.04,-3.85,0.03,36.87,28.29,29.92,0.72,7.92,4.76,277.79,-157.08,8.56,119.38,120.24,-156.68,4.19,289.68,996.49
Shivam,544165,,Trading,55.74,0.65,,28.25,1.22,3.62,,10.54,50.00,28.11,3.06,0.65,3.62,40.07,,13.10,30.95,,,2.34,0.00,,-16.37,0.00,59.44,11.52,23.59,0.88,,0.00,,20.42,10.24,,9.09,20.41,8.06,,94.69
Shivam Autotech,532776,SHIVAMAUTO,Auto Ancillaries,54.47,1.42,13.16,18.54,0.56,0.20,,13.95,46.36,2.41,55.59,1.42,0.20,77.64,0.00,-4.20,398.25,12.67,3.99,10.98,0.00,,-33.17,0.04,84.59,8.76,111.45,0.91,0.79,0.00,,20.21,4.06,,5.36,20.22,3.06,-85.13,665.74
Shivansh Finserv,539593,,Finance & Investments,4.46,6.04,-0.37,31.59,7.60,1.21,,5086.96,-25.00,,6.77,6.04,1.21,32.58,,512.00,32.03,-27.19,3.81,4.12,0.00,2.64,-650.00,2.68,17.74,45.41,21.86,0.55,,0.00,4.42,-0.28,1.67,22.80,37.74,-0.28,1.37,92.67,2.78
Shoora Designs,543970,,Diamond Cutting / Jewellery,68.64,2.32,-9.50,335.67,31.27,,,75.00,-260.00,333.73,2.96,2.32,,503.50,,0.00,3.37,-68.13,0.00,1.06,0.00,,1.46,0.01,68.27,31.73,,0.68,,0.00,,-5.33,73.18,,22.20,-5.33,8.34,,10.29
Shoppers Stop,532638,SHOPERSTOP,Textiles - Products,737.25,1.85,22.90,14.69,0.81,1.26,38.90,-0.80,-198.02,2.20,301.42,1.85,1.26,37.31,-0.18,36.05,2567.57,12.50,10.01,16.42,0.00,33.11,-37.03,0.00,39.88,19.86,19.68,0.80,1.57,0.00,47.40,14.45,10.23,4800.67,-3.21,14.44,3.53,-356.82,8106.90
Shraddha Prime,531771,,Construction,135.95,3.28,,35.24,2.04,1066.00,,189.63,-163.92,-21.51,54.73,3.28,1066.00,35.37,,15.78,159.03,,1.89,3.17,0.00,96.75,-37.28,0.01,61.21,32.60,322.20,0.67,,0.00,44.39,-4.14,8.55,211.14,78.68,-4.14,3.86,-41.80,274.63
Shradha AI Tech,543976,,Computers - Software - Medium / Small,85.57,12.13,67.50,19.13,27.88,257.25,0.43,178.14,-8.70,-23.99,55.86,12.13,257.25,19.32,0.19,0.05,31.07,6.34,0.01,0.91,47.69,28.53,4.73,0.06,74.28,19.89,253.60,0.80,12.36,47.69,40.19,53.54,17.56,101.87,12.56,53.49,8.54,124.18,208.63
Shradha Infrapr.,,SHRADHA,Construction,141.31,2.59,-91.29,18.20,1.51,136.07,0.45,177.46,89.83,9.14,91.80,2.59,136.07,21.28,-0.55,7.57,243.64,-1.32,1.66,2.94,10.85,117.78,-51.80,0.01,76.27,18.08,244.24,0.82,-6.91,10.85,96.93,11.40,5.11,57.88,97.03,11.43,3.47,34.90,286.14
Shree Bhavya,521131,,Textiles - Processing,24.53,0.14,2.44,7.19,1.42,1.33,1.70,46.20,247.62,50.96,33.00,0.14,1.33,7.80,-1.48,29.84,89.86,10.61,1.74,4.76,0.00,26.74,-240.30,0.06,48.85,26.20,51.33,0.74,0.27,0.00,39.85,2.60,10.18,8.57,82.97,2.60,2.47,31.92,23.30
Shree Cement,500387,SHREECEM,Cement - North India,27295.35,4.80,-4004.45,19.44,1.13,12.51,2.57,7.90,-3.72,4.01,20702.92,4.80,12.51,30.85,0.17,0.69,13141.74,-0.11,0.08,1.31,15.81,10652.61,-1.35,0.00,52.88,11.20,16.49,0.89,2.34,15.81,9258.66,29.44,13.28,194.73,449.07,29.42,7.87,145.93,98483.66
Shree Ganesh Bio,539470,,Pharmaceuticals - Indian - Bulk Drugs & Formln,1.21,2.38,5.96,55.58,6.92,,-4.07,310.55,500.00,-8.25,62.98,2.38,,55.58,0.34,0.00,62.98,12.91,0.00,1.22,0.00,0.44,0.89,0.01,42.86,35.98,72.86,0.64,0.75,0.00,0.74,4.75,3.90,59.90,1.58,4.75,3.59,89.31,48.23
Shree Ganesh Rem,540737,,Pharmaceuticals - Indian - Bulk Drugs & Formln,847.50,8.64,-87.63,24.69,3.75,64.62,1.10,46.59,184.20,32.56,122.10,8.64,64.62,28.58,0.02,1.30,156.13,-8.81,0.33,1.29,0.00,671.09,-2.25,0.01,80.65,10.79,101.81,0.89,6.39,0.00,217.14,35.63,28.26,343.57,45.83,35.73,13.08,86.41,1087.91
Shree Hanuman Sg,537709,,Sugar,10.49,,-47.72,-288.65,0.02,,,,80.00,,153.18,,,-288.65,-2.90,-214.42,208.48,-0.19,0.53,1.56,0.00,,-418.96,0.01,45.86,37.93,107.31,0.62,-4.41,0.00,,-161.72,-12.07,,-15.55,-161.75,0.88,-647.00,19.41
Shree Karni,,SHREEKARNI,Textiles - Products,738.00,3.81,,21.95,1.42,5.70,,64.44,,,,3.81,5.70,24.90,,5.16,142.38,,,,0.00,154.69,,,83.13,11.62,183.85,0.88,,0.00,212.09,-70.24,0.00,272.49,124.41,-69.96,,,521.91
Shree Marutinand,544083,,Trading,203.30,0.77,-40.66,17.50,2.51,6.69,,24.18,-16.90,14.59,15.89,0.77,6.69,17.84,,2.24,22.51,-17.77,0.30,6.04,0.00,217.61,-8.35,0.00,7.80,55.31,11.70,0.45,,0.00,97.27,-10.08,30.89,99.54,63.40,-9.96,8.16,,70.34
Shree Metalloys,531962,,Trading,42.40,0.24,11.31,19.40,43.63,10.71,1.58,8.57,950.00,86.22,8.79,0.24,10.71,25.35,0.38,0.00,8.76,23.29,0.00,0.99,0.00,11.39,14.75,0.17,80.45,8.34,59.88,0.92,1.06,0.00,19.11,-26.44,8.35,111.07,15.28,-26.24,17.21,106.19,22.30
Shree Mfg. Co.,503863,,Textiles - Cotton/Blended,14.11,,-270.26,-98.07,0.02,-0.70,,,96.30,,-2.53,,-0.70,-98.07,-0.18,-5.97,-0.11,8.75,-0.80,-0.01,0.00,,-17.25,0.00,72.73,15.46,95.16,0.85,-24.65,0.00,,-106.47,0.00,,-0.13,-106.45,365.00,-1171.00,11.71
Shree OSFM,,SHREEOSFM,Miscellaneous,157.55,1.90,-56.65,16.47,1.50,64.06,,13.43,,,20.45,1.90,64.06,21.40,,1.14,20.25,-13.41,,2.06,0.00,,-3.58,0.01,74.45,17.08,150.08,0.83,,0.00,,60.73,21.89,,11.10,60.66,13.37,,225.04
Shree Pacetronix,527005,,Healthcare,169.55,2.77,366.23,10.88,1.85,13.49,0.16,48.91,257.50,54.65,13.03,2.77,13.49,12.95,0.01,1.30,15.95,1.14,0.43,1.47,0.00,167.30,-7.82,0.01,12.43,56.74,22.86,0.43,3.63,0.00,87.20,-508.65,31.56,84.99,29.94,-508.58,7.69,42.68,61.03
Shree Precoated,533110,,Construction,16.79,,-688.39,-11.97,0.15,,,,-13.33,,-1.55,,,-11.97,0.00,0.00,-2.66,0.79,0.00,-3.49,0.00,,0.14,0.00,54.34,29.87,102.78,0.70,-92.67,0.00,,-344.20,0.00,,-6.56,-347.50,0.71,-40.88,6.95
Shree Ram Prote.,,SRPL,Solvent Extraction,1.04,3.02,8.33,-10.35,2.22,-6.07,,523.56,27.51,,46.49,3.02,-6.07,-9.38,-0.51,-3.86,82.90,6.06,0.90,2.20,0.00,,-93.98,0.00,5.29,60.75,9.47,0.39,0.78,0.00,,75.51,4.71,,1.81,75.51,2.19,-13.42,44.55
Shree Rama News.,500356,RAMANEWS,Miscellaneous,20.77,6.51,20.75,85.38,1.60,0.10,,232.46,-50.05,-1.89,92.18,6.51,0.10,180.65,-1.03,-7.53,454.12,3.08,4.19,6.64,0.00,,-125.90,0.00,72.71,14.81,86.28,0.85,1.55,0.00,,23.23,0.29,,7.41,23.23,1.35,-42.56,306.40
Shree Securities,538975,,Finance & Investments,0.37,41.59,-161.05,-1.95,3.61,,,326.76,-25050.00,-74.07,8.71,41.59,,-1.95,0.10,0.00,2.32,-1.12,0.00,1.93,0.00,,10.70,0.06,23.08,35.09,19.35,0.65,-25.13,0.00,,128.37,-27.51,,0.03,128.39,1.90,-2.10,29.53
