Name,BSE Code,NSE Code,Industry,Current Price,Sales latest quarter,Profit after tax latest quarter,YOY Quarterly sales growth,YOY Quarterly profit growth,Sales growth,Profit growth,Operating profit latest quarter,Other income latest quarter,EBIDT latest quarter,Depreciation latest quarter,EBIT latest quarter,Interest latest quarter,Profit before tax latest quarter,Tax latest quarter,Extraordinary items latest quarter,Net Profit latest quarter,GPM latest quarter,OPM latest quarter,NPM latest quarter,Equity Capital latest quarter,EPS latest quarter,Operating profit 2quarters back,Operating profit 3quarters back,Sales 2quarters back,Sales 3quarters back,Net profit 2quarters back,Net profit 3quarters back,Operating profit growth,Last result date,Expected quarterly sales growth,Expected quarterly sales,Expected quarterly operating profit,Expected quarterly net profit,Expected quarterly EPS,Sales preceding quarter,Operating profit preceding quarter,Other income preceding quarter,EBIDT preceding quarter,Depreciation preceding quarter,EBIT preceding quarter,Interest preceding quarter,Profit before tax preceding quarter,Tax preceding quarter,Profit after tax preceding quarter,Extraordinary items preceding quarter,Net Profit preceding quarter,OPM preceding quarter,NPM preceding quarter,Equity Capital preceding quarter,EPS preceding quarter,Market Capitalization
Tree House Edu.,533540,TREEHOUSE,Miscellaneous,27.39,1.94,-1.25,-62.76,-146.47,-18.71,89.61,-0.39,0.32,-0.07,0.18,-0.25,0.00,-0.25,1.00,0.00,-1.25,100.00,-20.10,-64.43,42.31,-0.30,0.35,-0.01,2.09,1.95,-0.83,-0.83,-75.90,202403.00,12.16,2.19,0.02,-0.17,-0.04,2.19,0.24,0.00,0.24,0.18,0.06,0.00,0.06,0.89,-0.83,0.00,-0.83,10.96,-37.90,42.31,-0.20,115.88
Trejhara Solutio,542233,TREJHARA,Computers - Software - Medium / Small,183.40,6.43,-1.96,12.02,-247.37,-66.76,103.28,-0.07,12.10,-1.00,0.94,-1.94,0.02,11.07,0.72,13.03,10.35,100.00,-1.09,-30.48,14.52,7.13,2.58,0.85,6.03,4.03,3.86,3.94,-59.65,202403.00,-29.28,2.85,0.70,0.13,0.09,6.36,2.72,0.26,3.17,0.95,2.22,0.05,1.98,0.42,1.72,-0.19,1.57,42.77,27.04,11.82,1.08,266.23
Trent,500251,TRENT,Trading,5418.90,3297.70,262.80,51.08,458.90,50.15,205.71,469.64,694.87,588.44,212.94,375.50,32.54,919.03,206.94,576.07,712.09,43.99,14.24,8.06,35.55,19.81,456.57,367.40,2982.42,2628.37,228.06,166.67,76.88,202403.00,50.19,3947.47,589.59,309.16,8.60,3466.62,628.52,110.01,738.53,164.53,574.00,98.81,475.19,104.55,370.64,0.00,370.64,18.13,10.69,35.55,10.53,192635.09
Trescon,532159,,Construction,16.59,0.00,-0.11,,-109.24,-100.00,47.92,-1.10,1.09,-0.01,0.07,-0.08,0.04,-0.12,-0.02,0.00,-0.11,,,,70.77,-0.02,-1.08,-0.34,0.00,0.00,-0.39,0.79,-27.74,202403.00,,,,,,0.00,0.05,1.38,1.43,0.00,1.43,0.00,1.43,0.29,1.13,0.00,1.13,,,70.77,0.16,120.27
TRF,505854,TRF,Engineering,550.00,38.00,6.30,-2.29,-52.67,-20.97,-53.98,5.31,6.11,11.42,0.62,10.80,4.50,6.30,0.00,0.00,6.30,93.34,13.97,16.58,11.00,5.72,8.65,10.00,39.27,33.91,18.33,8.76,-39.00,202403.00,-19.37,27.34,7.53,2.58,2.34,28.77,11.71,-4.76,14.54,0.55,13.99,3.10,3.30,2.08,8.80,-7.59,1.21,40.70,30.59,11.00,1.10,605.00
Tricom Fruit,531716,,Food - Processing - Indian,1.45,0.00,0.00,,,,,0.00,-0.09,0.00,0.00,0.00,0.00,-0.09,0.00,-0.09,-0.09,,,,19.09,-0.05,0.00,0.00,0.00,0.00,-0.02,-0.03,,202403.00,,,,,,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,-0.01,-0.01,,,19.09,-0.01,2.76
Trident,521064,TRIDENT,Textiles - Cotton/Blended,38.48,1682.26,56.61,6.93,-56.37,7.53,-20.66,205.47,18.19,223.66,96.43,127.23,49.08,78.15,19.14,0.00,59.01,47.93,12.21,3.51,509.60,0.11,240.26,231.34,1797.52,1493.71,90.31,91.34,-0.68,202403.00,9.07,1629.23,234.56,97.36,0.18,1835.34,263.20,13.77,276.97,90.40,186.57,40.24,146.33,37.02,108.78,0.00,109.31,14.34,5.96,509.60,0.21,19609.67
Trident Lifeline,543616,,Pharmaceuticals - Indian - Bulk Drugs & Formln,196.50,26.05,1.40,44.72,100.00,40.83,-1.33,4.24,0.33,2.09,0.13,1.96,0.10,1.86,0.46,0.00,2.83,37.38,20.37,16.20,11.50,2.46,1.98,,9.41,,2.02,,30.67,202403.00,,,,,,18.58,3.95,0.64,2.58,0.12,2.46,0.15,2.31,0.33,1.98,0.00,3.11,22.93,23.40,,2.70,225.96
Trident Techlabs,,TECHLABS,Computers - Software - Medium / Small,851.35,64.24,,,,7.82,69.13,17.48,,,,,,,,,12.46,,,,,7.21,,,,,,,57.19,202403.00,,,,,,8.38,-1.52,,,,,,,,,,-3.09,,,,-2.43,1471.25
Trident Texofab,540726,,Trading,41.43,30.17,-0.14,24.46,-216.67,3.24,-63.09,1.02,0.39,1.07,0.41,0.66,1.14,-0.14,-0.04,0.34,-0.10,15.38,3.38,-0.46,10.07,-0.10,1.26,1.43,23.20,23.10,0.75,-0.13,-2.38,202403.00,4.73,24.19,1.44,-0.11,-0.11,23.01,1.90,0.11,2.01,0.41,1.60,0.93,0.67,0.11,0.56,0.00,0.56,8.26,2.43,10.07,0.56,41.72
Tridev Infra.,531568,,Finance & Investments,2.86,0.11,0.58,-26.67,744.44,-34.48,128.16,0.01,0.07,0.08,0.00,0.08,0.00,0.08,-0.50,0.00,0.58,100.00,9.09,527.27,6.53,0.89,-0.06,-0.01,0.03,0.02,-0.04,0.01,97.09,202403.00,,,,,,0.03,0.00,0.03,0.03,0.00,0.03,0.00,0.03,0.00,0.03,0.00,0.03,0.00,100.00,6.53,0.05,1.87
Tridhya Tech,,TRIDHYA,Computers - Software - Medium / Small,31.55,17.82,,,,64.02,-115.41,6.80,,,,,,,,,6.70,,,,,2.88,,,,,,,-61.17,202403.00,,,,,,17.46,-4.47,,,,,,,,,,-7.17,,,,-3.08,73.47
Trigyn Techno.,517562,TRIGYN,Computers - Software - Medium / Small,140.80,334.14,18.98,3.12,632.82,0.55,-42.45,17.36,3.26,20.62,2.07,18.55,0.53,18.02,-0.96,0.00,18.98,95.79,5.20,5.68,30.79,6.17,16.16,17.70,316.12,322.50,10.86,12.09,-42.82,202403.00,1.21,326.40,11.64,9.35,3.04,306.90,-16.51,2.42,-14.09,1.55,-15.64,0.33,-15.97,6.05,-22.02,0.00,-22.02,-5.38,-7.17,30.79,-7.15,433.45
Trimurthi,536565,,Finance & Investments,18.94,0.84,0.28,-3.45,2700.00,119.79,116.67,0.15,0.13,0.28,0.01,0.27,0.00,0.27,0.00,0.00,0.28,32.14,17.86,33.33,8.10,0.35,-0.11,-0.19,0.93,1.95,-0.07,-0.17,,202403.00,1844.68,,,,,0.50,-0.11,0.09,-0.02,0.01,-0.03,0.00,-0.03,0.00,-0.03,0.00,-0.03,-22.00,-6.00,8.10,-0.04,15.34
Trinity League,531846,,Finance & Investments,20.00,0.00,-1.43,-100.00,-2283.33,-98.27,-2554.55,-1.46,0.06,-1.40,0.02,-1.42,0.00,-1.42,0.01,0.00,-1.43,,,,7.92,-1.81,-0.79,-0.72,0.00,0.00,-0.74,-0.67,-900.00,202403.00,200.00,0.00,,,,0.06,-0.01,0.17,0.16,0.02,0.14,0.00,0.14,0.01,0.14,0.00,0.14,-16.67,233.33,7.92,0.18,15.84
Trio Merc. Trad.,534755,,Trading,1.04,0.55,-0.07,-63.09,-250.00,-32.33,-120.00,-0.12,0.05,-0.07,0.00,-0.07,0.00,-0.07,0.00,0.00,-0.07,3.64,-21.82,-12.73,13.59,-0.01,-0.63,-0.14,0.96,0.94,-0.38,0.09,5.71,202403.00,21.44,1.14,-1.96,-1.96,-0.29,0.01,-0.09,0.24,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,-900.00,1500.00,13.59,0.02,7.07
Trishakti Indus,531279,,Finance & Investments,44.69,53.84,0.21,669.14,1150.00,529.54,30.19,0.61,0.00,0.61,0.12,0.49,0.14,0.35,0.12,0.00,0.23,0.69,1.13,0.43,2.99,0.14,-1.52,0.28,36.43,10.02,0.08,0.15,101.28,202403.00,725.47,,,,,32.33,-0.09,0.66,0.57,0.12,0.45,0.04,0.41,0.15,0.25,0.00,0.25,-0.28,0.77,2.99,0.17,66.38
Triton Corp.,523387,,Computers - Software - Medium / Small,0.52,0.00,-0.23,,-360.00,,-131.58,-0.05,0.01,-0.04,0.00,-0.04,0.19,-0.23,0.00,0.00,-0.23,,,,19.99,-0.01,-0.04,-0.05,0.00,0.00,-0.04,-0.05,-30.00,202403.00,,,,,,0.00,-0.11,0.00,-0.11,0.00,-0.11,0.00,-0.11,0.00,-0.11,0.00,-0.11,,,19.99,-0.01,10.39
Triton Valves,505978,,Auto Ancillaries,3228.00,105.04,0.92,8.71,136.95,18.16,131.90,8.30,0.01,8.31,3.55,4.76,2.90,1.86,0.94,0.00,0.92,29.95,7.90,0.88,1.18,7.77,7.75,7.33,102.35,106.14,0.62,0.58,115.06,202403.00,18.58,125.86,8.93,2.13,17.96,114.78,7.33,0.30,7.63,3.33,4.30,3.25,1.05,0.36,0.69,0.00,0.69,6.39,0.60,1.04,6.63,382.04
Triven.Engg.Ind.,532356,TRIVENI,Sugar,398.50,1302.13,161.04,-17.72,-15.38,-7.06,-25.84,245.60,16.09,261.69,26.94,234.75,18.01,216.74,55.70,0.00,161.04,40.04,18.86,12.37,21.89,7.36,62.76,124.88,1408.84,1197.94,29.11,67.61,1.43,202403.00,-6.28,1122.72,129.66,88.97,4.06,1311.18,192.81,21.91,214.72,26.16,188.56,6.47,182.09,44.69,137.40,0.00,137.40,14.71,10.48,21.89,6.28,8723.06
Triveni Enterpri,538569,,Trading,2.36,0.00,0.00,,-100.00,-100.00,-53.12,-0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,5.72,0.00,-0.05,-0.07,0.00,0.00,0.06,0.03,-520.00,202403.00,,,,,,0.00,-0.09,0.16,0.07,0.00,0.07,0.00,0.07,0.02,0.05,0.00,0.05,,,5.72,0.01,13.51
Triveni Glass,502281,,Glass & Glass Products,22.23,0.00,1.26,,1069.23,,71.86,-0.34,1.61,1.27,0.01,1.26,0.00,1.26,0.00,0.00,1.26,,,,12.62,1.00,-0.53,-0.16,0.00,0.00,1.46,-0.11,46.32,202403.00,,,,,,0.00,-0.58,0.76,0.18,0.01,0.17,0.01,0.16,0.00,0.16,0.00,0.16,,,12.62,0.13,28.05
Triveni Turbine,533655,TRITURBINE,Electric Equipment,612.70,458.05,75.97,23.88,36.86,32.58,54.85,89.82,17.64,107.46,5.28,102.18,0.74,101.44,25.24,0.00,76.20,50.50,19.61,16.64,31.79,2.39,74.18,70.88,387.77,376.42,64.03,60.96,35.48,202403.00,33.00,500.63,95.61,88.35,2.77,431.70,83.56,17.22,100.78,5.48,95.30,0.59,94.71,26.41,68.19,0.00,68.30,19.36,15.82,31.79,2.15,19476.29
TruCap Finance,540268,TRU,Finance & Investments,52.18,41.19,5.85,26.16,446.73,30.62,111.37,17.58,11.54,29.12,2.17,26.95,22.68,4.27,-1.59,0.00,5.85,100.00,42.68,14.20,23.38,0.50,22.38,20.67,42.49,37.78,1.51,1.26,23.53,202403.00,31.18,49.56,25.11,-0.13,-0.01,39.60,17.61,9.17,26.78,2.74,24.04,20.51,3.53,0.45,3.08,0.00,3.08,44.47,7.78,23.26,0.26,609.98
Trust Fintech,,TRUST,Computers - Software - Medium / Small,208.25,16.22,,,,55.46,210.95,7.76,,,,,,,,,5.22,,,,,2.98,,,,,,,205.34,202403.00,,,,,,18.82,9.95,,,,,,,,,,7.28,,,,14.04,496.16
TTI Enterprise,538597,,Finance & Investments,13.68,0.71,0.55,51.06,289.66,-4.18,188.46,0.61,0.00,0.61,0.00,0.61,0.00,0.61,0.06,0.00,0.55,100.00,85.92,77.46,25.40,0.22,-0.94,-0.35,1.54,0.25,-0.94,-0.36,850.00,202403.00,74.84,0.44,-0.23,-0.23,-0.09,0.72,0.62,0.00,0.62,0.00,0.62,0.00,0.62,0.00,0.62,0.00,0.62,86.11,86.11,25.40,0.24,34.75
TTK Healthcare,507747,TTKHLTCARE,Diversified - Medium / Small,1472.60,181.06,18.27,0.51,-10.53,3.82,-90.18,12.42,16.06,28.48,3.32,25.16,0.93,24.23,5.95,0.00,18.27,53.61,6.86,10.09,14.13,12.93,9.53,10.04,185.77,202.12,16.01,15.67,18.55,202403.00,3.94,210.09,10.43,5.83,4.13,183.85,5.33,15.91,21.24,3.31,17.93,0.23,17.70,4.81,12.89,0.00,12.89,2.90,7.01,14.13,9.12,2080.84
TTK Prestige,517506,TTKPRESTIG,Domestic Appliances,801.90,622.56,57.42,1.90,-1.02,-3.57,-10.84,77.17,18.54,95.71,16.62,79.09,4.57,74.52,17.10,0.00,57.42,40.81,12.40,9.22,13.86,4.24,80.83,60.61,729.47,587.62,59.04,47.31,-15.80,202403.00,-2.92,570.45,62.69,44.20,3.19,738.40,85.04,17.97,103.01,17.13,85.88,2.99,82.89,21.33,61.56,0.00,61.56,11.52,8.34,13.86,4.51,11115.47
Tube Investments,540762,TIINDIA,Steel - Large,4207.45,4490.11,192.47,18.86,-13.56,12.87,-12.63,451.09,77.25,534.46,118.53,415.93,14.99,394.82,123.51,-6.12,271.31,34.73,10.05,6.14,19.34,9.80,561.95,466.88,4305.62,3897.66,341.00,283.60,3.48,202403.00,13.18,4411.28,516.16,377.90,13.65,4196.94,468.87,609.32,527.12,121.95,405.17,13.45,942.79,117.90,176.51,551.07,824.89,11.17,6.52,19.33,27.50,81378.76
Tulasee Bio-Eth.,524514,,Chemicals,17.90,0.00,-0.04,,-100.00,,0.00,-0.04,0.00,-0.04,0.00,-0.04,0.00,-0.04,0.00,0.00,-0.04,,,,5.84,-0.07,,-0.02,,0.00,,-0.02,0.00,202403.00,,,,,,0.00,-0.02,0.00,-0.02,0.00,-0.02,0.00,-0.02,0.00,-0.02,0.00,-0.02,,,5.84,-0.03,10.55
Tulive Developer,505285,,Construction,964.70,0.00,0.11,,-76.09,,-82.35,-0.11,0.47,0.36,0.25,0.11,0.00,0.11,0.00,0.00,0.11,,,,2.15,0.51,-0.11,-0.10,0.00,0.00,-0.14,-0.29,0.00,202403.00,,,,,,0.00,-0.05,0.00,-0.05,0.48,-0.53,0.00,-0.53,0.00,-0.52,0.00,-0.52,,,2.15,-2.41,207.84
Tulsyan NEC,513629,,Steel - Medium / Small,77.20,241.51,-19.90,3.48,82.11,-4.37,-243.64,-3.33,0.25,-3.08,7.07,-10.15,10.19,-20.34,-0.44,0.00,-19.90,6.79,-1.38,-8.24,16.55,-13.27,0.38,5.80,247.02,235.74,-0.71,-14.05,-88.55,202403.00,-2.21,230.52,2.22,-13.98,-9.32,252.74,-0.94,2.39,1.45,6.12,-4.67,9.79,-14.46,0.00,-14.46,0.00,-14.46,-0.37,-5.72,16.55,-9.64,115.80
Tuni Text. Mills,531411,,Textiles - Processing,1.99,25.90,0.12,157.97,50.00,31.52,557.14,0.70,0.06,0.76,0.08,0.68,0.50,0.18,0.06,0.00,0.12,10.42,2.70,0.46,13.06,0.01,0.48,0.45,10.77,8.47,0.06,0.05,60.16,202403.00,76.20,14.92,0.67,0.07,0.01,11.35,0.43,0.03,0.46,0.08,0.38,0.28,0.10,0.02,0.08,0.00,0.08,3.79,0.70,13.18,0.01,26.00
Turner Industrie,531164,,Diamond Cutting / Jewellery,0.60,0.00,0.00,,,,-25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,4.01,0.00,-0.01,-0.04,0.00,0.00,-0.01,-0.04,-20.00,202312.00,,,,,,0.00,-0.01,0.00,-0.01,0.00,-0.01,0.00,-0.01,0.00,-0.01,0.00,-0.01,,,4.01,-0.02,0.24
Tuticorin Alkali,506808,,Chlor Alkali / Soda Ash,89.59,56.03,15.95,-58.11,-67.10,-37.54,-27.23,14.67,-3.27,15.38,1.00,14.38,1.43,8.97,-3.00,-3.98,11.97,51.17,26.18,28.47,121.87,0.98,19.40,20.45,89.58,98.60,19.07,19.42,-9.62,202403.00,-32.27,66.78,15.31,12.98,1.07,76.15,20.96,0.31,21.27,1.42,19.85,0.69,19.16,0.00,19.16,0.00,19.16,27.52,25.16,121.87,1.57,1091.51
TV Vision,540083,TVVISION,Entertainment / Electronic Media Software,7.05,14.32,-5.53,-15.62,-6.55,-18.11,-21.79,-1.28,0.22,-1.06,4.21,-5.27,0.25,-5.52,0.01,0.00,-5.53,16.90,-8.94,-38.62,38.74,-1.50,-0.90,0.58,14.83,16.79,-5.41,-3.95,-1029.23,202403.00,-17.83,13.80,-0.93,-5.23,-1.42,12.43,-4.43,0.00,-4.43,4.26,-8.69,0.17,-8.86,0.00,-8.86,0.00,-8.86,-35.64,-71.28,38.74,-2.41,27.31
TV18 Broadcast,532800,TV18BRDCST,Entertainment / Electronic Media Software,41.52,2329.58,-51.73,65.70,-363.12,51.82,-141.85,-161.21,179.98,18.77,68.32,-49.55,77.29,-126.84,10.38,0.00,-137.22,100.00,-6.92,-5.89,342.87,-0.30,-198.05,-54.40,1794.17,3176.03,-65.00,91.20,-390.41,202403.00,73.89,5522.68,-292.65,-503.81,-1.11,1676.19,-145.79,180.92,35.13,45.56,-10.43,39.74,-50.17,5.66,-12.29,0.00,-55.83,-8.70,-3.33,342.87,-0.07,7118.04
TVS Elec.,532513,TVSELECT,Computers - Hardware,348.15,97.08,0.57,13.89,-62.25,3.55,-96.97,2.60,1.12,3.72,3.12,0.60,0.69,-0.09,-0.66,0.00,0.57,47.87,2.68,0.59,18.65,0.31,3.85,2.55,92.19,89.84,1.12,0.32,-51.92,202403.00,3.94,93.38,2.48,-0.96,-0.51,86.94,0.51,0.53,1.04,2.81,-1.77,0.48,-2.25,-0.51,-1.74,0.00,-1.74,0.59,-2.00,18.65,-0.93,649.30
TVS Holdings,520056,TVSHLTD,Finance & Investments,13259.85,10124.63,232.23,18.79,58.35,19.91,30.38,1537.55,9.15,1546.70,269.81,1276.89,533.90,742.99,279.13,0.00,463.86,38.98,15.19,4.58,10.12,114.97,1349.59,1235.68,10473.28,9468.18,457.31,409.41,38.53,202403.00,19.24,11289.83,1554.30,727.19,180.23,10014.08,1540.05,6.86,1546.91,244.04,1302.87,515.62,787.25,254.98,224.28,0.00,532.27,15.38,5.32,10.12,111.03,26827.47
TVS Motor Co.,532343,TVSMOTOR,Automobiles - Motorcycles / Mopeds,2370.65,10042.47,386.98,25.04,15.29,22.43,32.83,1475.59,-43.53,1432.06,268.71,1163.35,512.96,650.39,238.86,0.00,411.53,38.80,14.69,4.10,47.51,8.15,1345.24,1203.90,9932.82,9055.51,415.93,441.47,36.59,202403.00,22.55,11097.70,1529.76,737.79,14.60,10113.94,1475.21,11.88,1487.09,242.42,1244.67,494.44,750.23,240.62,478.75,0.00,509.61,14.59,5.04,47.51,10.08,112629.59
TVS Srichakra,509243,TVSSRICHAK,Tyres,4363.85,765.30,27.84,12.07,24.73,-1.98,39.77,77.20,-6.50,78.28,27.51,50.77,12.59,30.60,6.88,-7.58,23.72,44.64,10.09,3.64,7.66,31.06,90.61,60.62,739.65,702.20,39.05,20.96,27.05,202403.00,-1.25,693.43,66.74,29.47,38.49,718.85,68.38,1.50,69.97,26.52,43.45,10.19,33.17,9.14,24.10,-0.09,24.03,9.51,3.35,7.66,31.47,3342.70
TVS Supply,543965,TVSSCS,Miscellaneous,181.50,2426.31,4.32,4.51,254.94,-10.12,-345.19,173.08,8.62,181.70,138.53,43.17,38.23,4.94,-0.44,0.00,5.38,80.73,7.13,0.22,44.05,0.10,185.06,170.42,2262.91,2288.92,-40.60,-65.26,-0.46,202403.00,-7.78,2110.80,158.11,-8.35,-0.15,2221.84,162.07,22.23,184.30,139.67,44.63,44.03,0.60,-9.39,9.56,0.00,9.99,7.29,0.45,43.77,0.22,7990.54
Twinstar Indus.,531917,,Computers - Software - Medium / Small,1.35,0.00,-0.16,,-23.08,-100.00,-512.96,-0.07,0.00,-0.07,0.07,-0.14,0.02,-0.16,0.00,0.00,-0.16,,,,22.50,-0.07,0.00,-2.92,0.00,0.00,0.00,-3.01,-185.05,202112.00,,,,,,0.00,-0.06,0.00,-0.06,0.07,-0.13,0.01,-0.14,0.00,-0.14,0.00,-0.14,,,22.46,-0.06,3.04
Tyche Industries,532384,,Pharmaceuticals - Indian - Bulk Drugs,180.00,14.20,2.10,-43.85,-48.78,-7.80,-14.17,1.88,1.59,3.47,0.54,2.93,0.00,2.93,0.84,0.00,2.10,65.63,13.24,14.79,10.25,2.05,3.13,2.80,16.04,17.05,3.14,2.71,-21.67,202403.00,-0.68,16.93,2.93,2.43,2.37,22.22,4.83,1.51,6.34,0.48,5.86,0.00,5.86,1.57,4.29,0.00,4.29,21.74,19.31,10.25,4.19,184.50
Tyroon Tea Co.,526945,,Tea,103.10,2.69,-6.61,97.79,13.71,-1.98,-29.10,-6.20,0.63,-5.57,0.31,-5.88,0.09,-5.97,0.64,0.00,-6.61,49.07,-230.48,-245.72,3.51,-19.43,6.54,1.18,17.26,9.97,7.10,1.93,-53.45,202403.00,1.93,10.16,-2.60,-3.12,-9.16,11.60,0.39,0.46,0.85,0.20,0.65,0.09,0.56,0.00,0.56,0.00,0.56,3.36,4.83,3.51,1.65,35.05
U P Hotels,509960,,Hotels,1645.00,48.10,13.20,14.85,50.68,11.99,35.98,17.96,1.81,19.77,1.98,17.79,0.01,17.78,4.58,0.00,13.20,80.96,37.34,27.44,5.40,24.44,1.68,6.78,24.52,26.98,0.68,4.51,26.20,202403.00,12.14,30.25,8.03,6.22,11.52,46.91,18.63,1.24,19.87,2.13,17.74,0.01,17.73,4.30,13.43,0.00,13.43,39.71,28.63,5.40,24.87,888.30
U. H. Zaveri,541338,,Trading,19.65,5.24,-0.34,147.17,-177.27,45.21,-21.69,-0.45,0.09,-0.36,0.01,-0.37,0.00,-0.37,-0.03,0.00,-0.34,-3.24,-8.59,-6.49,10.19,-0.33,0.35,0.07,4.07,3.14,0.38,0.27,47.83,202403.00,70.39,5.35,0.11,0.10,0.09,14.93,0.79,0.33,1.12,0.01,1.11,0.00,1.11,0.12,0.98,0.00,0.98,5.29,6.56,10.19,0.96,20.02
U. Y. Fincorp,530579,,Finance & Investments,25.70,39.21,4.71,179.47,488.75,113.45,737.68,3.20,0.38,3.58,0.04,3.54,0.02,3.52,-1.20,0.00,4.71,12.42,8.16,12.01,95.12,0.25,-4.60,5.35,29.10,20.74,51.17,4.33,-18.57,202403.00,125.25,46.72,6.74,6.65,0.35,32.81,5.53,0.81,6.34,0.04,6.30,0.02,6.28,1.57,4.71,0.00,4.71,16.85,14.36,95.12,0.25,488.91
Ucal,500464,UCAL,Auto Ancillaries,172.40,177.06,-18.05,-4.55,-173.90,-12.13,-2460.75,2.47,3.79,6.26,4.51,1.75,6.26,-4.51,13.54,0.00,-18.05,41.37,1.40,-10.19,22.11,-8.16,15.25,7.88,174.48,184.31,-1.49,-4.85,-35.55,202403.00,-10.80,164.41,7.97,-5.91,-2.67,187.29,11.44,4.10,15.54,10.01,5.53,4.85,0.68,1.56,-0.87,0.00,-0.87,6.11,-0.46,22.11,-0.39,381.17
UCO Bank,532505,UCOBANK,Banks - Public Sector,54.57,5859.70,525.77,17.49,-9.54,23.82,-11.22,3352.94,1124.91,4477.85,0.00,4477.85,3672.34,805.51,279.74,0.00,525.77,100.00,57.22,8.97,11955.96,0.44,3295.28,2928.76,5218.82,5223.92,401.67,223.48,22.12,202403.00,24.19,6487.46,3797.71,124.92,0.10,5551.89,3479.89,860.82,4340.71,0.00,4340.71,3563.82,776.89,274.06,502.83,0.00,502.83,62.68,9.06,,0.42,65243.63
Udaipur Cement,530131,UDAICEMENT,Cement - North India,47.99,348.35,19.79,18.23,17.17,12.86,54.85,60.86,9.69,70.55,19.13,51.42,24.57,26.85,7.06,0.00,19.79,34.82,17.47,5.68,224.22,0.35,38.14,27.61,269.34,246.30,12.15,4.21,39.16,202403.00,14.86,282.91,40.14,2.94,0.05,299.60,59.51,9.62,60.24,15.09,45.15,19.45,34.59,9.33,18.77,8.89,25.26,19.86,6.27,224.22,0.45,2690.04
Uday Jewellery,539518,,Diamond Cutting / Jewellery,139.95,41.84,0.06,-7.10,-97.12,-2.01,-8.32,0.69,0.11,0.80,0.15,0.65,0.32,0.33,0.27,0.00,0.06,5.93,1.65,0.14,22.02,0.03,3.75,4.17,42.48,34.21,2.76,3.01,-3.60,202403.00,0.34,34.33,3.14,2.68,1.22,54.65,4.25,0.10,4.35,0.07,4.28,0.42,3.86,0.97,2.89,0.00,2.89,7.78,5.29,22.81,1.31,308.19
Udayshivakumar,543861,USK,Construction,78.50,159.39,13.87,31.25,197.00,101.36,91.91,12.41,9.20,21.61,1.60,20.01,1.51,18.50,4.62,0.00,13.87,11.42,7.79,8.70,55.36,2.51,9.20,9.12,140.32,116.56,4.97,5.17,34.04,202403.00,121.36,258.01,19.26,14.91,2.69,160.87,11.20,0.45,11.65,1.57,10.08,1.32,8.76,2.72,6.05,0.00,6.05,6.96,3.76,55.36,1.09,434.56
Uflex,500148,UFLEX,Packaging,519.70,3426.46,94.44,1.37,105.49,-8.86,-93.54,366.14,-319.44,436.40,165.05,271.35,128.31,-246.66,24.29,-389.70,-270.95,33.35,10.69,2.76,72.21,-37.51,385.85,283.74,3369.44,3258.26,63.31,-416.25,-21.83,202403.00,-8.22,2990.29,290.46,15.47,2.14,3309.47,331.59,-64.14,367.50,166.33,201.17,140.26,-39.14,28.13,4.65,-100.05,-67.27,10.02,0.14,72.21,-9.31,3752.73
UFO Moviez,539141,UFO,Entertainment / Electronic Media Software,134.35,118.66,6.02,35.06,610.17,3.11,229.01,14.59,6.18,20.77,10.39,10.38,2.73,7.65,1.63,0.00,6.02,78.09,12.30,5.07,38.58,1.56,17.11,15.87,86.56,84.90,3.27,2.52,103.47,202403.00,6.85,90.72,15.66,3.15,0.82,118.12,18.19,1.86,20.05,10.93,9.12,3.11,6.01,1.43,4.58,0.00,4.58,15.40,3.88,38.39,1.19,518.55
Ugar Sugar Works,530363,UGARSUGAR,Sugar,82.57,368.17,17.36,-39.49,-73.40,-35.84,-79.49,23.61,25.86,49.47,8.17,41.30,18.07,23.23,5.87,0.00,17.36,22.03,6.41,4.72,11.25,1.54,-20.25,6.12,234.06,188.06,-33.20,-9.14,-66.32,202403.00,-33.87,124.36,5.05,-16.38,-1.46,360.93,60.71,1.07,61.78,7.10,54.68,8.09,46.59,0.47,46.12,0.00,46.12,16.82,12.78,11.25,4.10,928.91
Ugro Capital,511742,UGROCAP,Finance & Investments,290.85,322.41,32.69,54.29,132.83,53.26,200.00,186.00,7.98,193.98,9.90,184.08,128.14,55.94,23.26,0.00,32.69,100.00,57.69,10.14,91.59,3.52,145.91,130.80,244.57,213.27,28.89,25.24,57.90,202403.00,60.57,342.45,206.23,66.23,7.13,267.71,160.58,11.60,172.18,9.11,163.07,116.70,46.37,13.85,32.53,0.00,32.53,59.98,12.15,91.26,3.51,2701.83
