Name,BSE Code,NSE Code,Industry,Current Price,Price to Sales,Price to Free Cash Flow,EVEBITDA,Current ratio,Interest Coverage Ratio,PEG Ratio,Working Capital to Sales ratio,QoQ Profits,QoQ Sales,Net worth,Market Cap to Sales,Interest Coverage,Enterprise Value to EBIT,Debt Capacity,Debt To Profit,Total Capital Employed,CROIC,debtplus,Leverage,Dividend Payout,Intrinsic Value,cash debt contingent liabilities by mcap,Cash by market cap,52w Index,Down from 52w high,Up from 52w low,From 52w high,Mkt Cap To Debt Cap,Dividend Payout Ratio,Graham,Price to Cash Flow,ROCE3yr avg,PB X PE,NCAVPS,Market Capt to Cash Flow,Altman Z Score,Market cap to quarterly profit,Market Capitalization
Raconteur Global,541703,,Entertainment / Electronic Media Software,21.75,,13.79,22.55,36.86,,0.10,,-157.89,,10.91,,,23.36,-0.15,0.01,15.08,4.01,0.00,1.33,0.00,32.73,-0.15,0.00,38.44,28.34,32.78,0.72,-1.70,0.00,54.88,-326.25,-1.03,3.48,50.23,-326.50,2.74,,6.53
Radaan Media.,590070,RADAAN,Entertainment / Electronic Media Software,1.91,0.48,-13.99,16.70,0.65,0.84,,5.20,391.89,192.36,-11.75,0.48,0.84,17.09,-3.37,-75.31,20.06,-3.34,-2.88,-3.08,0.00,,-326.31,0.02,46.01,31.54,64.66,0.68,-2.36,0.00,,3.21,0.82,,0.20,3.21,0.81,3.19,10.34
Radhagobind Comm,539673,,Trading,2.50,51.57,-2.85,-10.51,0.03,-6.14,,-5028.57,-90.91,,-4.44,51.57,-6.14,-10.51,-0.38,-0.12,-3.52,2526.67,-0.21,-0.42,0.00,,-25.21,0.00,88.71,5.30,78.57,0.95,-1.70,0.00,,-7.20,-3.69,,-2.44,-7.22,-40.09,-361.00,3.61
Radhe Develop.,531273,,Construction,3.03,22.57,-11.41,-66.35,0.86,-5.81,,330.92,42.11,251.64,50.55,22.57,-5.81,-49.80,-0.42,-9.16,25.78,-15.64,1.27,2.63,0.00,,-41.22,0.01,11.54,37.78,8.60,0.62,-1.68,0.00,,-8.18,22.24,,0.44,-8.18,2.40,-154.13,152.59
Radhika Jeweltec,540125,RADHIKAJWE,Diamond Cutting / Jewellery,62.64,1.36,-38.53,10.99,6.70,27.88,0.31,55.66,-26.87,-12.63,264.91,1.36,27.88,11.34,-0.11,1.03,314.54,-6.79,0.19,1.09,0.00,102.38,-6.58,0.01,69.54,18.12,102.06,0.82,-6.25,0.00,46.05,-28.59,20.34,41.95,25.67,-28.60,8.38,64.50,739.19
Radiant Cash,543732,RADIANTCMS,Miscellaneous,80.06,2.22,21.30,10.47,5.02,52.05,1.48,59.35,-25.27,-3.11,253.71,2.22,52.05,11.49,0.33,0.72,263.62,14.72,0.13,1.16,58.70,100.13,15.17,0.20,20.83,29.96,12.68,0.70,1.56,58.70,47.73,18.39,39.82,62.98,21.39,18.39,8.37,95.03,854.29
Radico Khaitan,532497,RADICO,Breweries & Distilleries,1778.95,5.78,-165.38,47.59,1.71,6.78,14.65,32.37,-23.10,-7.08,2377.37,5.78,6.78,61.09,0.00,3.20,3044.59,-4.71,0.35,1.62,15.68,400.84,-3.08,0.00,85.74,5.63,55.92,0.94,9.00,15.68,276.61,130.04,13.73,933.82,99.73,130.06,12.01,418.86,23787.32
Radiowalla,,RADIOWALLA,Entertainment / Electronic Media Software,122.10,5.61,25641.00,41.86,2.57,10.13,,28.40,,,1.18,5.61,10.13,53.23,0.01,0.62,7.21,0.08,,2.43,0.00,,-1.09,0.00,41.06,16.74,16.29,0.83,13.88,0.00,,111.00,43.39,,6.23,111.75,18.04,,86.05
Radix Industries,531412,,Personal Care - Indian,148.75,6.76,46.39,64.70,29.40,9.36,8.16,50.61,-2.99,-2.58,18.97,6.76,9.36,66.42,0.04,0.34,19.71,23.77,0.04,1.07,33.65,14.06,-0.28,0.00,70.21,17.36,98.07,0.83,5.67,33.65,20.56,53.25,11.85,1178.18,11.13,53.28,22.63,343.43,223.23
Raghav Product.,539837,,Refractories / Intermediates,765.10,14.79,107.43,47.64,6.22,213.00,2.71,54.64,5.53,15.26,158.82,14.79,213.00,51.40,0.07,0.00,88.37,11.17,0.00,1.03,8.18,262.90,0.24,0.00,86.08,5.66,58.97,0.94,9.91,8.18,130.87,75.49,26.37,770.72,28.21,75.34,19.13,262.89,1756.10
Raghunath Intl.,526813,,Construction,14.03,,-1052.25,28.29,4.74,,-2.01,,-100.00,-100.00,13.64,,,28.29,0.72,0.00,1.36,-0.05,0.00,1.06,0.00,7.53,3.28,0.03,49.95,25.61,52.33,0.74,70.20,0.00,12.63,701.50,3.90,27.54,2.62,702.00,2.29,,7.02
Raghuvansh Agro.,538921,,Miscellaneous,208.00,17.74,-124.59,26.80,16.09,13.03,-9.86,507.80,32.91,117.73,69.57,17.74,13.03,32.10,0.01,2.16,85.77,-2.82,0.20,1.15,0.00,62.08,-1.15,0.05,7.31,57.27,11.83,0.43,37.99,0.00,83.52,-18.39,10.69,139.41,59.61,-18.42,6.74,,247.89
Raghuvir Synth,514316,,Textiles - Processing,117.90,1.90,-144.76,29.81,0.78,2.43,5.70,-1.67,170.54,2.51,26.25,1.90,2.43,55.42,-0.01,7.69,62.15,-5.15,1.51,3.98,0.00,28.99,-8.44,0.00,31.21,23.74,16.44,0.76,3.62,0.00,13.65,28.01,3.24,1677.19,-1.04,27.98,9.36,130.91,456.88
Rail Vikas,542649,RVNL,Construction,417.40,4.00,82.53,35.62,2.11,4.41,3.03,25.64,32.93,43.30,7867.28,4.00,4.41,35.91,0.01,4.12,6032.16,7.86,1.37,2.31,30.07,76.80,-8.91,0.03,95.36,3.38,256.60,0.97,11.15,30.07,77.18,29.61,17.79,658.60,26.72,29.61,9.98,200.84,87028.68
Railtel Corpn.,543265,RAILTEL,Telecommunications - Service Provider,480.90,6.01,82.58,28.93,1.21,63.14,3.93,17.16,24.77,24.59,1827.24,6.01,63.14,41.59,0.10,0.19,1483.49,10.52,0.53,2.00,0.00,180.23,-3.13,0.02,91.62,6.30,278.07,0.94,3.88,0.00,99.13,27.74,17.39,494.20,13.73,27.74,7.79,226.34,15433.91
Rain Industries,500339,RAIN,Miscellaneous,160.50,0.33,5.12,12.71,2.44,0.19,,34.02,89.21,-10.49,7342.54,0.33,0.19,70.23,-0.20,-10.91,17421.30,6.03,1.23,2.86,-3.59,,-130.09,0.34,33.98,26.93,23.41,0.73,0.24,-3.59,,1.76,10.22,,167.48,1.76,2.14,-46.36,5398.43
Rainbow Child.,543524,RAINBOW,Healthcare,1263.95,9.89,121.95,29.15,4.16,5.99,1.59,37.72,-18.41,1.53,1258.93,9.89,5.99,38.39,0.02,3.51,1762.04,5.74,0.62,1.57,14.03,436.08,-5.97,0.00,49.93,23.35,43.62,0.77,4.33,14.03,244.26,39.92,21.98,603.02,48.19,39.92,11.68,251.70,12829.31
Rainbow Foundat.,531694,,Construction,17.15,0.91,-1.53,13.87,1.12,1.19,0.51,382.91,3266.67,44.22,72.82,0.91,1.19,14.14,-4.33,76.64,360.07,-13.61,4.02,7.88,0.00,14.09,-342.92,0.06,76.53,12.72,90.56,0.87,-0.27,0.00,15.94,-5.80,4.44,25.83,72.17,-5.80,1.38,28.08,85.09
Raj Oil Mills,533093,ROML,Solvent Extraction,51.26,1.23,-189.85,41.03,0.51,3.03,5.90,4.71,-90.65,-15.08,-5.18,1.23,3.03,70.59,-0.18,18.11,26.00,-3.29,-93.71,-8.36,0.00,,-316.28,0.00,30.72,38.39,38.17,0.62,13.30,0.00,,205.04,13.71,,1.96,204.88,8.40,1536.60,153.66
Raj Packaging,530111,,Packaging,29.36,0.45,5.92,-31.80,4.21,-3.63,,32.14,65.38,6.52,13.55,0.45,-3.63,-10.89,0.34,-2.03,15.98,13.06,0.21,1.49,0.00,,-20.86,0.01,24.82,41.27,30.20,0.59,0.45,0.00,,9.51,1.82,,21.00,9.45,4.20,-74.56,13.42
Raj Rayon Inds.,530699,RAJRILTD,Textiles - Processing,21.31,1.59,-22.15,41.01,0.93,1.89,18.54,8.70,-204.39,11.11,108.20,1.59,1.89,63.03,-0.12,43.65,286.30,-20.82,1.63,3.38,0.00,1.06,-12.39,0.01,11.31,69.90,42.07,0.30,-345.99,0.00,1.78,15.06,-9.51,3211.96,1.17,15.06,6.98,-553.74,1185.01
Raj Television,532826,RAJTV,Entertainment / Electronic Media Software,97.55,4.76,116.21,100.19,1.56,1.48,-19.84,25.38,315.22,-59.03,144.54,4.76,1.48,140.97,0.04,23.79,145.48,2.66,0.19,1.33,0.00,12.09,-5.02,0.01,56.32,30.47,129.85,0.70,3.23,0.00,9.89,133.23,2.89,2194.45,5.21,133.27,6.35,511.53,506.41
Raja Bahadur Int,503127,,Construction,4305.00,5.07,-7.70,19.21,1.23,1.16,5.39,126.52,179.41,-11.85,12.29,5.07,1.16,21.84,-1.19,121.07,153.85,-11.09,10.34,13.86,0.00,642.29,-138.46,0.08,91.64,2.14,31.45,0.98,1.85,0.00,746.64,25.57,3.86,748.28,895.33,21.31,1.54,56.65,107.63
Rajapalayam Mill,532503,,Textiles - Cotton/Blended,1120.00,1.20,-5.77,21.14,0.82,0.44,-1.99,53.81,227.67,10.21,2301.62,1.20,0.44,64.80,1.10,24.50,1464.44,-5.30,0.54,1.52,1.24,1649.33,-120.25,0.01,86.36,5.72,62.44,0.94,2.25,1.24,1643.85,6.94,2.40,27.97,502.15,6.96,1.82,129.73,1032.66
Rajas. Petro Syn,506975,,Miscellaneous,3.13,25.35,,,0.03,,,-495.00,,0.00,-0.99,25.35,,,0.00,,-0.99,0.00,-1.83,-0.02,,,-35.50,0.00,91.25,8.75,,0.91,-202.80,,,507.06,0.00,,-0.61,507.00,191.27,507.00,5.07
Rajas. Tube Mfg,530253,,Steel - Medium / Small,27.19,0.13,6.74,9.46,1.30,1.57,0.24,14.16,-123.08,-28.59,8.27,0.13,1.57,9.91,0.24,12.06,14.96,9.07,1.07,3.45,0.00,15.31,-71.62,0.01,20.39,46.86,29.17,0.53,0.26,0.00,25.68,1.47,10.93,25.19,29.87,1.47,5.25,-204.33,12.26
Rajasthan Cylind,538707,,Miscellaneous,39.09,,-5.85,-38.44,2.40,-8.86,,,18.87,,16.17,,-8.86,-22.32,-0.40,-0.55,10.24,-12.92,0.05,1.41,0.00,,-5.49,0.02,39.06,23.95,25.29,0.76,-0.70,0.00,,-12.54,-11.62,,19.62,-12.38,2.35,-50.46,13.12
Rajasthan Gases,526873,,Miscellaneous,22.32,,-206.80,-1427.17,32.00,-0.32,,,71.43,,28.89,,-0.32,-1427.17,0.16,0.00,0.31,-3.99,0.00,0.72,0.00,,0.19,0.00,100.00,0.00,234.63,1.00,-29.71,0.00,,-171.64,-6.01,,0.04,-171.58,10.89,-4289.50,171.58
Rajdarshan Inds,526662,ARENTERP,Trading,48.66,9.58,-31.87,15.37,9.59,,4.76,439.24,-56.25,-38.24,21.43,9.58,,15.54,0.63,0.69,7.46,-2.22,0.02,1.01,0.00,35.74,7.60,0.18,54.24,24.44,62.20,0.76,-4.52,0.00,59.94,-60.34,2.80,14.92,22.39,-60.56,3.02,108.14,15.14
Rajesh Exports,531500,RAJESHEXPO,Diamond Cutting / Jewellery,282.75,0.03,-41.11,11.80,2.78,3.64,-1.05,4.49,-353.98,39.66,15246.89,0.03,3.64,13.30,-0.15,1.95,14670.20,-1.30,0.04,1.47,0.00,325.33,19.25,0.26,7.71,49.87,9.06,0.50,-0.49,0.00,363.36,18.02,7.65,13.67,426.35,18.02,15.05,-264.44,8348.47
Rajeshwari Cans,543285,,Packaging,154.65,2.35,-140.26,29.86,1.50,6.44,1.16,13.68,4.62,23.96,10.04,2.35,6.44,38.58,0.00,2.83,13.79,-4.13,0.38,2.20,0.00,25.31,-4.20,0.00,51.19,23.44,47.29,0.77,5.93,0.00,33.04,33.79,13.08,492.88,9.10,34.09,8.89,,81.13
Rajeswari Infra.,526823,,Construction,5.12,,,-38.86,0.49,,,,-166.67,,-0.69,,,-15.11,,0.00,-2.00,,,-19.39,0.00,,,0.04,47.65,25.80,46.29,0.74,,0.00,,,-6.41,,-12.95,,-0.42,-35.38,2.83
Rajgor Castor,,RCDL,Solvent Extraction,38.00,0.16,-3.82,6.76,1.50,3.59,0.10,17.71,91.07,96.31,52.45,0.16,3.59,7.27,-0.95,4.85,121.33,-34.89,0.64,3.29,0.00,99.54,-51.81,0.00,21.63,39.68,22.19,0.60,-0.56,0.00,53.44,-2.64,20.77,11.43,41.86,-2.64,5.14,47.08,90.87
Rajkamal Synth.,514028,,Textiles - Processing,30.99,50.38,-3021.53,119.00,1.17,16.00,7.04,37.50,550.00,,0.11,50.38,16.00,126.44,-0.01,0.80,0.18,-3.92,1.09,3.05,0.00,0.56,-0.40,0.00,63.40,13.92,38.91,0.86,-21.78,0.00,0.94,154.95,-2.70,24589.84,0.23,155.00,68.37,223.89,20.15
Rajkot Inv.Trust,539495,,Finance & Investments,40.29,11.51,-1.05,217.70,37.14,,1.30,7228.57,400.00,800.00,4.58,11.51,,217.70,-3.90,355.83,25.30,-19.84,4.66,4.36,0.00,26.77,-440.20,0.48,44.92,33.36,69.00,0.67,0.72,0.00,24.87,7.90,0.43,59.10,253.00,7.90,1.65,26.87,4.03
Rajnandini Metal,,RAJMET,Mining / Minerals / Metals,11.18,0.25,-22.58,13.65,1.29,2.53,0.29,10.16,-92.49,6.09,56.71,0.25,2.53,14.22,-0.36,6.59,158.29,-10.12,1.77,2.68,0.00,8.82,-32.30,0.00,20.86,47.63,31.53,0.52,-6.16,0.00,5.04,-15.65,25.29,110.43,4.45,-15.65,12.35,1065.90,309.11
Rajnish Retail,530525,,Trading,77.20,37.63,-15.70,426.96,363.93,48.00,23.28,865.50,255.56,84.86,64.43,37.63,48.00,480.33,-0.05,0.12,54.44,-44.64,0.00,0.53,0.00,5.92,2.59,0.01,74.35,21.06,341.14,0.79,-2.13,0.00,9.92,-5.23,-3.24,1858.77,17.73,-5.22,8.39,739.69,236.70
Rajnish Wellness,541601,,Trading,5.93,5.94,-22.64,232.53,4.86,3.84,-17.98,85.45,180.00,24.79,83.99,5.94,3.84,234.90,-0.10,4.79,65.58,-23.42,0.06,1.22,0.00,0.34,-1.03,0.00,3.14,61.74,5.52,0.38,-2.73,0.00,0.57,268.07,2.31,2402.34,0.85,268.06,9.49,1627.54,455.71
Rajoo Engineers,522257,,Engineering,312.00,9.73,210.39,61.71,1.74,41.03,4.88,36.84,9.46,-12.13,119.38,9.73,41.03,69.75,0.04,0.08,120.20,8.11,0.18,1.65,0.00,50.07,0.55,0.02,94.69,4.59,599.39,0.95,9.71,0.00,37.39,3045.71,19.78,1564.73,11.82,3047.22,16.42,307.16,1919.75
Rajputana Invest,539090,,Trading,32.85,3.53,-45.60,13.87,4.60,,0.21,59.09,-111.76,-12.82,3.70,3.53,,13.87,0.20,0.00,1.69,-6.49,0.00,1.00,0.00,45.04,3.96,0.03,43.78,38.92,98.49,0.61,-7.09,0.00,21.36,67.89,7.95,53.29,5.45,67.40,6.85,-505.50,10.11
Rajratan Global,517522,RAJRATAN,Steel - Medium / Small,587.00,3.35,248.50,24.08,1.23,5.80,1.89,15.38,2.85,2.96,492.60,3.35,5.80,27.84,0.04,2.65,692.17,1.85,0.58,1.59,14.13,186.36,-9.13,0.00,23.96,31.82,17.24,0.68,2.49,14.13,175.74,28.25,28.09,250.66,26.96,28.23,8.33,147.25,2980.24
Rajshree Polypac,,RPPL,Packaging,72.79,0.97,-14.12,9.52,1.29,2.53,-16.71,31.86,-13.14,7.02,152.83,0.97,2.53,16.52,-0.15,9.11,209.97,-8.24,0.56,1.76,0.00,45.95,-32.02,0.02,28.95,43.79,46.52,0.56,1.91,0.00,51.46,12.81,10.43,46.60,23.82,12.79,3.87,112.10,266.79
Rajshree Sugars,500354,RAJSREESUG,Sugar,76.33,0.33,5.87,9.36,0.97,1.89,1.00,9.49,156.94,36.04,264.94,0.33,1.89,14.30,-1.19,28.53,642.40,6.57,1.48,3.07,0.00,74.15,-153.24,0.01,60.52,25.13,106.02,0.75,0.72,0.00,86.43,6.55,4.86,17.65,21.89,6.56,2.20,16.01,252.92
Rajvi Logitrade,511185,,Miscellaneous,11.29,0.04,-2.57,0.80,1.58,,0.02,9.16,76.19,35.25,2.83,0.04,,0.80,-0.54,0.00,2.83,-27.85,0.00,1.61,0.00,437.47,27.43,0.19,100.00,0.00,70.03,1.00,-0.30,0.00,70.02,-0.73,70.26,0.59,28.30,-0.73,5.63,3.05,1.13
Rajvir Inds.,532665,RAJVIR,Textiles - Jute - Yarn / Products,6.92,0.15,0.13,-5.54,0.09,-1.15,,-708.77,1.39,65.81,-113.22,0.15,-1.15,-4.88,-10.71,-3.12,-100.60,26.89,-1.31,-2.00,0.00,,-5362.68,0.25,100.00,0.00,73.00,1.00,0.01,0.00,,0.09,-12.62,,-319.13,0.09,-2.08,-0.32,2.76
Rallis India,500355,RALLIS,Pesticides / Agrochemicals - Indian,315.30,2.32,89.94,18.97,1.51,11.29,-46.10,20.21,-187.50,-27.09,1829.49,2.32,11.29,29.07,0.15,0.90,1604.41,3.56,0.22,1.59,32.88,120.18,-5.91,0.01,78.35,9.46,60.83,0.91,2.03,32.88,126.87,22.79,10.84,136.09,27.52,22.79,5.45,-291.98,6131.62
Ram Info,530951,,Computers - Software - Medium / Small,129.50,1.19,-31.53,4.63,1.60,41.08,0.52,50.69,-83.00,19.68,49.15,1.19,41.08,5.70,0.69,1.70,68.31,-5.78,0.45,2.04,0.00,114.63,26.08,0.35,55.22,23.42,60.55,0.77,0.82,0.00,111.36,6.08,32.24,30.64,55.48,6.12,2.79,232.52,97.66
Ram Ratna Wires,522281,RAMRAT,Mining / Minerals / Metals,393.70,0.58,25.51,14.45,1.61,2.87,1.22,12.78,65.58,15.03,410.40,0.58,2.87,16.93,0.04,4.36,625.53,10.76,1.12,2.17,42.10,193.11,-24.87,0.01,88.20,5.35,73.09,0.95,1.77,42.10,157.88,12.52,17.67,139.94,86.66,12.52,7.51,98.43,1732.28
Rama Paper Mills,500357,,Paper,15.12,0.26,-7.35,-4.71,0.25,-5.96,,-32.84,-22.48,521.62,-18.57,0.26,-5.96,-3.59,-3.76,-2.38,31.95,-6.40,-3.01,-4.10,0.00,,-374.13,0.06,0.00,48.75,0.00,0.51,-0.36,0.00,,-1.48,-23.71,,-19.20,-1.48,-0.31,-2.27,14.61
Rama Petrochem,500358,,Trading,9.06,11.72,-1.51,-188.08,0.08,-0.20,,-135.80,-102.17,-100.00,-54.64,11.72,-0.20,-174.64,-5.54,-97.49,-0.38,27.10,-1.22,-0.07,0.00,,-696.84,0.04,100.00,0.00,170.45,1.00,-0.18,0.00,,-0.58,0.00,,-1.05,-0.58,-15.57,-949.00,9.49
Rama Phosphates,524037,RAMAPHO,Fertilizers,187.25,0.55,-9.72,-24.17,1.65,-2.21,,51.84,92.17,60.29,352.81,0.55,-2.21,-16.53,-0.38,-4.78,503.34,-7.35,0.45,1.64,0.00,,-44.97,0.03,34.04,30.65,29.54,0.69,6.43,0.00,,-64.99,16.51,,176.67,-64.95,3.05,-142.16,331.23
Rama Steel Tubes,539309,RAMASTEEL,Steel - Medium / Small,11.59,1.64,-28.24,28.61,1.68,2.77,2.08,34.32,-14.24,2.24,335.15,1.64,2.77,31.36,-0.09,4.84,469.76,-13.15,0.44,2.13,0.00,6.19,-7.48,0.01,24.39,31.13,17.07,0.69,-11.72,0.00,3.17,94.83,16.46,299.70,2.43,94.83,6.65,240.59,1715.40
Rama Vision,523289,,Trading,93.50,1.09,-14.70,17.10,1.69,4.36,0.25,25.94,-11.88,-6.02,27.61,1.09,4.36,19.42,-0.14,5.53,52.57,-16.97,0.72,1.71,0.00,61.04,-19.94,0.01,90.13,6.31,159.72,0.94,4.68,0.00,44.01,16.29,12.97,101.85,22.34,16.33,5.84,109.54,97.49
Ramasigns Indus.,515127,,Trading,2.18,0.60,-6.47,-4.49,1.59,-4.26,,183.06,-61.81,12.42,12.57,0.60,-4.26,-4.18,-0.98,-1.88,20.10,-3.80,0.78,3.82,0.00,,-154.82,0.06,14.20,40.92,12.95,0.59,1.06,0.00,,4.85,-2.45,,6.64,4.86,1.07,-2.67,6.22
Ramchandra Leas.,538540,,Finance & Investments,1.09,12.11,14.82,271.00,5.48,,-14.12,1247.83,,500.00,5.48,12.11,,271.00,0.11,0.00,5.78,6.65,0.00,1.30,0.00,0.18,2.69,0.02,55.91,27.33,91.23,0.73,3.05,0.00,0.31,5.32,0.35,284.24,1.12,5.30,3.38,557.00,5.57
Ramco Inds.,532369,RAMCOIND,Cement Products,252.75,1.46,487.17,13.78,1.85,5.34,-2.23,40.43,66.07,9.38,4060.90,1.46,5.34,17.59,1.49,2.28,1178.10,0.11,0.07,1.11,5.92,213.49,-9.41,0.04,80.38,7.92,54.45,0.92,2.16,5.92,358.03,16.29,3.95,10.99,69.93,16.29,2.59,50.08,2194.11
Ramco Systems,532370,RAMCOSYS,Computers - Software - Medium / Small,335.00,2.26,-62.22,-8.14,0.75,-38.18,,-9.55,11.98,2.29,311.37,2.26,-38.18,-5.15,0.21,-0.26,379.58,-3.75,1.51,2.57,0.00,,-37.38,0.04,43.71,25.52,36.26,0.74,1.05,0.00,,11.46,-29.67,,-14.15,11.46,3.02,-51.71,1188.88
Ramdevbaba Sol.,,RBS,Solvent Extraction,99.80,0.32,-35.10,10.47,1.03,2.83,,11.51,36.05,32.90,61.14,0.32,2.83,12.10,,8.51,176.05,-4.27,,3.98,0.00,,-50.05,0.00,45.44,19.16,24.59,0.81,,0.00,,44.29,18.11,,35.76,44.34,5.72,,220.81
Ramgopal Polytex,514223,,Trading,5.06,0.67,-3.67,-4.34,33.52,-10.86,,85.73,59.42,-33.12,11.49,0.67,-10.86,-4.34,-0.22,0.00,9.44,-15.91,0.00,1.15,0.00,,9.54,0.10,30.40,36.67,33.86,0.63,-0.40,0.00,,8.43,-7.40,,6.50,8.44,3.72,-26.21,7.34
Ramkrishna Forg.,532527,RKFORGE,Castings & Forgings,902.80,4.13,290.94,19.98,1.53,4.03,2.06,29.96,8.05,-3.26,2684.11,4.13,4.03,28.41,0.01,3.53,3829.24,1.71,0.48,1.68,10.59,396.49,-6.74,0.01,87.59,6.83,107.16,0.93,3.62,10.59,251.19,26.28,17.25,290.81,65.53,26.28,7.02,173.91,16321.92
Ramky Infra,533262,RAMKY,Construction,587.00,1.88,4.17,7.08,1.12,3.92,0.05,19.26,52.71,31.87,1712.16,1.88,3.92,7.63,0.40,2.60,632.72,33.04,1.14,2.60,0.00,687.42,-44.26,0.12,33.24,41.83,55.74,0.58,0.43,0.00,497.62,10.97,18.66,31.66,60.13,10.97,3.19,70.81,4061.91
Ramsons Projects,530925,,Finance & Investments,26.20,14.89,76.06,1.38,,19.88,0.03,1101.89,,72.73,10.54,14.89,19.88,1.38,0.83,0.00,5.97,0.97,0.00,1.03,0.00,61.29,72.12,0.38,47.92,18.05,25.42,0.82,4.45,0.00,91.91,786.00,5.78,3.92,19.47,789.00,3.77,5.68,7.89
Rana Sugars,507490,RANASUG,Sugar,24.87,0.24,-5.86,7.60,1.07,2.30,0.72,22.81,294.55,23.20,540.47,0.24,2.30,11.70,-0.15,14.82,948.22,-6.85,0.96,2.74,0.00,51.39,-127.40,0.08,55.40,18.19,38.17,0.82,0.29,0.00,37.98,8.63,15.17,9.55,23.65,8.63,2.40,17.60,381.93
Rander Corpn.,531228,,Finance & Investments,13.15,4.10,-9.50,6.37,6.79,,0.12,457.32,22.64,2.78,22.80,4.10,,6.53,0.10,0.00,23.26,-7.70,0.00,1.14,0.00,28.23,1.36,0.02,95.91,2.66,179.19,0.97,-1.25,0.00,24.90,-16.85,6.74,6.26,14.72,-16.90,3.41,24.95,16.22
Rane (Madras),532661,RML,Auto Ancillaries,874.50,0.64,-30.25,14.12,0.86,1.06,0.11,14.61,-203.08,-0.52,255.96,0.64,1.06,35.65,-0.36,241.20,807.69,-4.98,2.96,5.31,0.00,48.35,-51.79,0.02,64.64,14.52,45.02,0.85,1.79,0.00,81.08,11.87,6.12,72.61,200.73,11.85,3.99,-183.07,1422.43
Rane Brake Lin.,532987,RBL,Auto Ancillaries,993.95,1.16,165.18,9.86,2.22,1856.00,9.24,20.85,52.08,13.38,281.08,1.16,1856.00,13.73,0.18,0.02,271.70,1.71,0.04,1.38,57.57,830.30,-1.06,0.01,77.91,9.10,54.59,0.91,1.47,57.57,652.95,26.13,17.63,50.78,178.91,26.23,6.57,47.19,768.32
Rane Engine Val.,532988,RANEENGINE,Auto Ancillaries,422.45,0.54,-68.97,8.36,1.20,2.96,0.77,20.34,35.43,9.82,120.81,0.54,2.96,13.34,-0.19,10.66,213.42,-1.82,1.03,2.92,31.54,234.85,-39.60,0.02,63.68,16.50,53.03,0.83,1.29,31.54,243.96,7.29,6.44,50.14,160.10,7.33,4.15,40.06,305.62
Rane Holdings,505800,RANEHOLDIN,Finance & Investments,1366.00,0.55,-261.50,7.04,1.09,3.59,1.11,17.52,-20.03,3.96,906.21,0.55,3.59,10.80,0.01,5.70,1462.49,-0.38,1.00,2.89,28.84,663.45,-44.51,0.02,77.88,8.92,52.62,0.91,1.04,28.84,1112.63,8.37,9.32,23.72,432.40,8.36,3.59,54.20,1950.64
Ranjeet Mechatr.,541945,,Engineering,38.81,2.30,14.45,28.34,2.49,1.12,-9.14,136.06,-100.00,128.79,16.84,2.30,1.12,30.99,0.04,64.46,23.77,10.46,0.70,2.47,0.00,5.33,-33.93,0.02,31.98,47.80,75.61,0.52,2.50,0.00,7.69,133.83,8.69,573.20,22.98,133.83,4.12,117.61,38.81
Rap Media,531583,,Construction,21.60,,-14.48,-19.94,0.35,,,,15.79,,8.05,,,-15.24,-0.46,-4.37,11.53,-7.75,0.43,1.54,0.00,,-27.17,0.00,52.80,26.20,65.90,0.74,-1.32,0.00,,-11.69,-8.08,,1.31,-11.65,2.38,-79.38,12.70
Rapicut Carbides,500360,,Engineering,111.00,0.99,-51.67,38.62,2.67,2.17,-4.11,31.62,15.22,10.88,21.90,0.99,2.17,58.31,0.06,2.55,23.61,-4.83,0.06,1.55,0.00,23.01,-1.73,0.00,66.33,21.25,113.46,0.79,3.33,0.00,28.93,20.67,-0.38,330.89,35.22,20.56,6.32,112.47,59.61
Ras Resorts,507966,,Hotels,42.06,1.26,19.79,14.11,0.48,1.51,-5.67,-1.35,250.00,17.77,19.53,1.26,1.51,23.14,0.03,21.83,27.92,3.36,3.68,1.71,0.00,13.36,-429.66,0.03,29.26,41.59,41.76,0.58,1.16,0.00,22.40,11.37,2.92,78.83,-0.45,11.28,2.23,32.73,16.69
Rasandik Engg.,522207,,Auto Ancillaries,112.90,0.78,2.60,4.98,0.74,1.64,0.58,18.79,300.47,6.04,100.70,0.78,1.64,6.96,-0.09,5.67,147.31,16.75,0.42,2.06,0.00,126.84,-62.96,0.01,54.19,27.56,81.80,0.72,0.49,0.00,212.72,28.23,5.11,6.85,27.02,28.11,2.19,5.68,67.46
Rashi Peripheral,544119,RPTECH,Trading,327.80,0.19,-11.53,8.83,1.64,2.69,0.44,19.27,89.91,14.42,1550.58,0.19,2.69,9.41,-0.44,4.86,2208.85,-9.34,0.45,2.13,4.67,563.96,-25.68,0.04,42.92,15.61,16.16,0.84,-1.39,4.67,336.82,-21.18,18.60,22.42,324.44,-21.18,5.30,66.78,2160.22
Rasi Electrodes,531233,,Electrodes - Welding Equipment,27.67,1.03,47.02,16.67,8.15,24.11,1.09,33.21,31.08,9.59,32.59,1.03,24.11,19.67,0.09,0.41,34.72,5.50,0.07,1.10,0.00,10.26,-0.10,0.01,72.76,15.90,101.97,0.84,3.46,0.00,15.56,19.56,12.04,71.34,8.95,19.58,8.45,88.80,86.14
