Name,BSE Code,NSE Code,Industry,Current Price,Price to Sales,Price to Free Cash Flow,EVEBITDA,Current ratio,Interest Coverage Ratio,PEG Ratio,Working Capital to Sales ratio,QoQ Profits,QoQ Sales,Net worth,Market Cap to Sales,Interest Coverage,Enterprise Value to EBIT,Debt Capacity,Debt To Profit,Total Capital Employed,CROIC,debtplus,Leverage,Dividend Payout,Intrinsic Value,cash debt contingent liabilities by mcap,Cash by market cap,52w Index,Down from 52w high,Up from 52w low,From 52w high,Mkt Cap To Debt Cap,Dividend Payout Ratio,Graham,Price to Cash Flow,ROCE3yr avg,PB X PE,NCAVPS,Market Capt to Cash Flow,Altman Z Score,Market cap to quarterly profit,Market Capitalization
ERP Soft Systems,530909,,Computers - Software - Medium / Small,128.90,4.36,-343.73,187.79,3.39,,-26.52,84.44,50.00,-20.42,17.53,4.36,,219.08,0.08,11.06,13.52,-0.78,0.11,1.28,0.00,16.38,-3.02,0.01,90.81,4.73,96.34,0.95,-28.75,0.00,20.68,-1289.00,1.67,873.70,24.70,-1276.00,5.54,1701.33,51.04
Esaar (India),531502,,Finance & Investments,7.11,2.23,-48.35,7.15,0.33,1.12,,-320.55,188.99,-36.99,33.11,2.23,1.12,7.34,-3.87,-87.46,-18.99,-0.27,1.32,4.00,0.00,,-299.79,0.03,43.12,34.35,65.73,0.66,-0.11,0.00,,0.20,14.87,,-10.25,0.20,0.72,5.13,14.52
Esab India,500133,ESABINDIA,Electrodes - Welding Equipment,6181.40,7.65,99.79,40.27,1.74,524.71,2.50,13.96,16.60,13.10,306.06,7.65,524.71,42.79,0.04,0.03,303.18,33.19,0.11,1.67,58.55,1663.06,0.56,0.01,82.61,7.05,56.25,0.93,7.86,58.55,688.24,67.50,63.95,1813.52,112.74,67.45,32.36,214.99,9513.17
ESAF Small Fin,544020,ESAFSFB,Banks - Private Sector,53.59,0.72,-23.55,9.91,2.42,1.39,0.18,18.22,-61.34,2.84,1715.00,0.72,1.39,9.91,-4.02,42.34,883.55,-0.59,,11.79,8.47,,-625.46,0.28,16.37,34.96,11.76,0.65,0.54,8.47,,2.76,7.96,,13.51,2.76,0.90,63.64,2758.71
Esconet,,ESCONET,Computers - Software - Medium / Small,298.60,2.68,-215.27,36.74,2.15,5.09,,27.26,-25.99,-7.13,25.17,2.68,5.09,39.50,,0.44,38.96,-10.37,0.06,4.97,0.00,199.36,-0.50,0.00,100.00,0.00,110.28,1.00,,0.00,53.57,-200.14,36.74,699.09,30.23,-199.50,11.64,,369.07
Escorp Asset Mgt,540455,,Finance & Investments,73.55,4.27,10.21,3.43,42.54,,0.02,75.89,-83.68,-84.98,49.32,4.27,,3.43,0.71,0.00,14.54,18.90,0.00,1.09,0.00,108.23,8.23,0.08,84.06,15.94,,0.84,1.36,0.00,124.46,4.89,24.14,7.87,13.10,4.90,5.82,,81.76
Escorts Kubota,500495,ESCORTS,Automobiles - Tractors,4184.30,5.22,185.33,28.71,2.02,102.36,2.60,21.70,-11.31,-10.59,9176.30,5.22,102.36,32.12,0.18,0.05,3942.91,2.86,0.08,1.16,18.96,1207.42,0.91,0.02,89.81,5.13,90.89,0.95,5.75,18.96,1331.93,44.80,14.34,221.36,173.79,44.79,9.11,183.56,46235.79
Esha Media,531259,,Miscellaneous,11.90,66.36,-75.26,-213.75,1.32,,,250.00,,-25.00,-7.29,66.36,,-190.00,-0.88,-86.78,0.39,-23.05,-1.25,-0.23,0.00,,-97.85,0.01,94.68,4.11,321.99,0.96,-5.81,0.00,,-61.88,-22.61,,0.45,-61.93,3.02,-116.13,9.29
Espire Hospi,532016,,Hotels,99.00,3.74,-10.25,24.69,1.01,3.01,0.49,11.35,-13.48,-13.70,3.31,3.74,3.01,47.30,-0.35,20.99,57.81,-38.98,16.51,14.53,0.00,21.56,-40.10,0.00,34.52,61.02,471.26,0.39,5.42,0.00,10.23,39.54,11.61,2108.24,3.01,39.54,3.90,173.57,133.65
Essar Shipping,533704,ESSARSHPNG,Shipping,49.40,50.52,2.88,-789.71,0.30,-0.45,,-286.02,-28.63,-1.55,-2807.31,50.52,-0.45,-99.23,-2.01,-25.33,-31.77,1459.09,-1.11,-0.35,0.00,,-303.29,0.02,79.57,16.90,381.95,0.83,0.45,0.00,,-21.99,-150.86,,-2.80,-21.99,-2.71,-15.65,1022.51
Essen Speciality,,ESFL,Plastics Products,181.00,2.63,-279.60,12.99,13.72,12.12,,70.52,-57.02,6.92,143.09,2.63,12.12,16.43,0.15,0.00,142.45,-1.14,0.02,0.92,0.00,169.93,9.56,0.06,46.00,26.97,45.91,0.73,5.19,0.00,103.44,-130.55,15.21,68.64,48.61,-130.54,7.41,191.15,374.65
Ester Industries,500136,ESTER,Packaging,116.55,1.03,-5.69,516.42,1.27,-0.92,,42.13,47.08,3.35,717.55,1.03,-0.92,-27.08,,-6.38,1519.66,-12.64,1.71,2.34,0.00,,-101.18,0.08,69.56,12.00,45.31,0.88,,0.00,,25.02,4.84,,47.66,25.01,2.52,-46.16,1095.03
Ethos Ltd,543532,ETHOSLTD,Trading,2785.70,6.83,-313.31,37.61,5.06,7.95,1.85,72.60,-17.59,-10.21,883.97,6.83,7.95,51.98,0.05,1.74,963.56,-2.45,0.21,1.16,0.00,900.86,2.39,0.04,73.08,16.42,114.28,0.84,18.79,0.00,525.76,221.52,15.77,629.73,296.01,221.34,12.33,324.28,6819.51
ETT Ltd,537707,,Construction,22.14,,1.96,9.72,1163.67,,0.65,,-6.98,,36.10,,,9.72,0.13,0.00,34.88,33.41,0.00,0.98,0.00,21.56,0.17,0.00,23.56,42.97,30.24,0.57,1.99,0.00,36.15,14.13,3.77,8.62,33.54,14.09,3.79,57.43,22.97
Euphoria Infotec,544094,,Computers - Software - Medium / Small,65.01,3.14,-8.02,11.49,8.43,6.39,,203.99,-48.33,-35.34,13.66,3.14,6.39,12.03,-0.27,0.98,13.07,-41.59,0.06,2.03,0.00,61.25,-3.34,0.01,6.93,67.41,18.20,0.33,-1.04,0.00,59.95,-2.84,27.02,26.45,42.28,-2.84,4.49,,18.86
Eureka Forbes,543482,,Domestic Appliances,486.00,4.29,77.75,46.64,0.61,15.15,0.54,-15.64,-5.61,2.69,4203.03,4.29,15.15,63.46,0.04,0.42,5115.79,2.86,0.02,1.45,0.00,90.73,-0.08,0.01,46.55,17.35,22.37,0.83,9.30,0.00,152.16,48.15,1.96,206.62,-17.70,48.15,3.79,292.25,9398.82
Eureka Industrie,521137,,Textiles - Cotton/Blended,4.53,0.21,3.20,-1.17,0.39,-74.83,,-12.26,-20.79,10.86,-3.64,0.21,-74.83,-1.17,0.25,-0.28,-2.36,105.65,-0.35,-1.22,0.00,,-32.32,0.00,62.12,19.68,67.16,0.80,0.43,0.00,,1.56,-193.30,,-2.68,1.55,1.84,-1.62,3.96
Euro Asia Export,530929,,Trading,16.27,0.20,15.02,58.50,1.41,,8.57,3.84,-100.00,13566.67,0.49,0.20,,58.50,0.09,0.00,0.48,31.80,0.00,2.43,0.00,1.78,8.24,0.05,54.50,14.37,25.15,0.86,20.40,0.00,2.99,8.98,4.57,664.28,3.00,8.79,10.83,,2.55
Euro India Fresh,,EIFFL,Food - Processing - Indian,149.00,3.32,155.26,43.11,2.11,1.84,5.79,65.71,-113.89,-12.45,66.70,3.32,1.84,61.18,-0.07,17.95,106.80,2.28,0.59,1.82,0.00,25.69,-10.63,0.00,50.00,14.37,20.16,0.86,6.43,0.00,23.12,38.41,5.53,934.76,29.48,38.41,7.53,-2463.40,369.51
Euro Leder Fash,526468,,Leather / Leather Products,20.00,0.27,15.61,9.57,1.04,1.30,-4.55,62.05,-100.00,14.63,14.42,0.27,1.30,11.58,-1.15,62.32,35.53,1.61,1.98,3.47,0.00,13.37,-282.66,0.36,32.91,29.53,25.87,0.70,0.53,0.00,22.42,1.38,5.48,17.87,45.89,1.38,2.09,,8.94
Euro Panel,,EUROBOND,Aluminium and Aluminium Products,203.90,1.26,-524.01,17.20,1.50,3.06,1.14,36.07,19.70,8.80,114.87,1.26,3.06,19.83,-0.10,6.27,206.01,-0.61,1.06,2.21,0.00,183.63,-23.28,0.01,77.88,11.35,82.05,0.89,3.61,0.00,79.31,14.44,19.16,148.73,58.18,14.44,5.78,265.72,499.56
Eurotex Industri,521014,EUROTEXIND,Construction,14.29,19.84,-23.76,-34.41,0.05,-1.64,,-2550.79,51.53,,-26.46,19.84,-1.64,-11.60,-4.27,-5.82,11.20,-2.98,-1.64,-1.54,0.00,,-340.24,0.03,35.60,35.19,42.90,0.65,-0.16,0.00,,-17.76,-24.11,,-18.47,-17.86,-1.32,-13.16,12.50
Evans Electric,542668,,Miscellaneous,299.00,3.97,23.02,11.61,2.15,26.60,0.48,30.38,-42.55,25.41,19.50,3.97,26.60,12.03,0.25,0.08,8.04,23.41,0.17,1.13,0.00,230.05,-0.60,0.03,66.43,25.45,208.31,0.75,3.14,0.00,171.88,22.61,29.61,68.12,23.26,22.98,8.46,,82.05
Evantra Ventures,512099,,Trading,917.65,9.96,,99.47,6.13,,,50.54,-50.82,8.83,12.28,9.96,,107.38,,0.05,11.99,,,,0.00,,,,92.80,4.80,185.61,0.95,,0.00,94.06,-294.96,0.00,2142.00,47.06,-298.13,22.52,556.50,166.95
Eveready Inds.,531508,EVEREADY,Dry Cells,349.85,1.93,29.91,19.84,1.15,3.50,20.58,15.70,-4.28,-7.87,386.71,1.93,3.50,25.15,0.04,4.59,507.48,12.06,1.29,2.52,10.89,89.93,-19.37,0.00,37.34,20.83,18.59,0.79,1.61,10.89,104.85,16.53,14.29,251.26,28.38,16.52,6.80,315.87,2542.72
Everest Inds.,508906,EVERESTIND,Cement Products,1194.70,1.20,-42.24,32.69,1.40,2.07,-5.55,12.84,571.60,22.90,597.41,1.20,2.07,72.86,0.10,5.32,681.31,-6.44,0.29,1.95,21.93,211.91,-5.76,0.02,59.90,17.66,47.16,0.82,2.06,21.93,311.54,10.34,9.48,489.13,128.02,10.34,4.80,346.88,1887.00
Everest Kanto,532684,EKC,Packaging,128.25,1.18,16.14,8.45,3.30,16.77,1.32,53.08,-64.07,-1.10,1100.57,1.18,16.77,11.04,0.35,0.67,1142.20,7.89,0.07,1.27,7.91,153.40,0.91,0.05,29.51,28.35,19.86,0.72,0.84,7.91,139.70,6.36,21.37,18.68,57.86,6.36,4.43,97.04,1439.04
Everest Organics,524790,,Pharmaceuticals - Indian - Bulk Drugs,140.80,0.57,70.25,14.28,0.94,1.11,-14.65,16.75,200.00,0.21,45.84,0.57,1.11,27.89,-0.11,412.79,106.38,1.60,1.37,4.67,0.00,15.74,-54.93,0.01,65.57,12.93,39.41,0.87,0.63,0.00,15.02,6.86,5.32,1971.20,41.29,6.86,2.21,1877.33,112.64
Everlon Fin.,514358,,Finance & Investments,194.40,11.92,112.64,13.14,,454.50,0.17,181.60,52.87,50.00,19.45,11.92,454.50,13.25,0.00,0.00,18.62,7.27,0.00,0.77,0.00,92.24,0.04,0.00,90.73,7.74,460.23,0.92,-57.40,0.00,95.43,-86.09,29.01,93.22,29.61,-86.09,14.31,32.31,120.53
Evexia Lifecare,524444,,Trading,2.34,3.24,-61.96,305.60,2.23,4.94,-51.82,112.38,27200.00,258.26,129.39,3.24,4.94,358.63,0.19,497.29,74.01,-0.37,5.00,6.69,0.00,0.53,-390.39,0.00,42.25,31.58,50.97,0.68,-14.53,0.00,0.90,38.48,1.13,170.47,0.81,38.48,0.69,66.81,182.38
Evoq Remedies,543500,,Trading,11.75,3.95,-1.88,32.44,3.17,,0.31,727.65,680.00,-96.15,25.24,3.95,,32.97,-1.24,9.42,29.48,-24.71,0.17,1.41,0.00,40.48,-25.58,0.01,29.71,39.56,38.24,0.60,-0.25,0.00,11.75,3.00,5.95,22.73,21.67,3.01,2.78,,15.99
Excel Industries,500650,EXCELINDUS,Pesticides / Agrochemicals - Indian,1181.65,1.80,26.25,26.35,2.56,13.05,-2.45,38.32,148.88,29.54,1427.06,1.80,13.05,60.12,0.87,0.10,762.62,4.24,0.00,1.15,40.68,436.44,0.56,0.03,85.40,6.53,69.07,0.93,1.17,40.68,587.90,20.57,10.81,89.95,251.27,20.53,3.15,222.70,1485.40
Excel Realty,533090,EXCEL,Construction,0.73,39.91,7.62,75.71,33.33,116.00,4.48,3560.47,-59.52,-9.38,172.32,39.91,116.00,86.80,-0.24,0.04,152.16,7.87,0.18,1.03,0.00,0.26,-27.35,0.04,66.15,23.16,143.33,0.77,-0.94,0.00,0.43,-14.46,-1.04,63.70,0.65,-14.46,2.98,605.76,102.98
Exhicon Events,543895,,Miscellaneous,276.20,4.05,-27.96,16.68,5.08,229.88,,81.86,-14.71,-12.94,78.84,4.05,229.88,18.25,,0.05,86.19,-67.88,0.01,1.56,0.00,699.41,0.01,0.00,32.35,37.37,39.92,0.63,,0.00,120.73,-12.48,115.18,118.56,55.70,-12.45,8.90,,358.02
Exicom Tele-Sys.,544133,EXICOM,Electric Equipment,469.05,6.54,-921.32,40.44,3.00,6.03,2.44,62.89,132.83,13.97,632.67,6.54,6.03,46.72,0.05,0.70,656.92,-1.31,0.16,1.10,0.00,83.81,3.81,0.03,96.85,2.04,176.89,0.98,43.28,0.00,80.48,581.74,22.89,769.32,45.10,581.86,12.86,182.87,5667.27
Exide Inds.,500086,EXIDEIND,Auto Ancillaries,568.05,2.88,-124.65,25.73,1.41,11.61,21.52,13.67,-8.38,4.85,12886.34,2.88,11.61,36.43,0.19,1.27,7497.67,-3.01,0.10,1.28,19.39,202.61,-1.88,0.00,86.39,8.43,140.65,0.92,3.09,19.39,187.57,31.53,10.42,208.20,26.97,31.53,6.57,261.36,48284.25
Expleo Solutions,533121,EXPLEOSOL,Computers - Software - Medium / Small,1258.40,2.02,175.41,11.52,5.77,46.81,1.08,51.73,-53.88,2.07,611.15,2.02,46.81,14.69,0.15,0.29,635.11,1.86,0.22,1.22,0.00,1295.19,2.64,0.09,17.82,29.19,9.82,0.71,3.87,0.00,718.56,27.34,31.77,68.75,322.03,27.37,7.78,124.39,1952.99
Explicit Finance,530571,,Finance & Investments,6.36,0.63,22.18,235.00,34.60,,16.72,17.87,-150.00,-13.91,7.91,0.63,,235.00,0.23,0.00,1.69,3.37,0.00,1.00,0.00,4.00,20.20,0.24,58.19,27.81,115.59,0.72,9.42,0.00,2.04,-14.79,-0.95,220.88,1.81,-14.73,4.02,-32.72,5.89
Expo Gas Contain,526614,,Packaging,35.50,1.07,458.15,20.44,1.37,1.23,-19.94,76.17,-155.17,75.33,21.19,1.07,1.23,22.10,-0.54,53.84,60.80,0.29,2.22,3.75,0.00,6.16,-67.14,0.02,90.84,6.75,255.00,0.93,-4.33,0.00,10.00,76.36,8.88,340.77,25.29,76.35,4.08,-505.81,80.93
Exxaro Tiles,543327,EXXARO,Ceramics - Tiles / Sanitaryware,93.27,1.38,-63.46,19.07,1.62,1.23,-8.17,61.95,76.47,22.23,276.80,1.38,1.23,29.30,-0.08,42.75,380.93,-1.77,0.69,1.72,0.00,17.10,-45.09,0.01,15.86,38.64,13.47,0.61,1.72,0.00,26.63,78.96,7.40,274.56,41.81,79.03,3.37,347.75,417.30
F A C T,590024,FACT,Fertilizers,1027.50,13.15,211.73,116.63,1.05,2.17,6.05,39.39,-301.85,-3.24,1375.74,13.15,2.17,122.42,0.04,12.38,3040.16,9.97,1.72,4.11,0.00,97.58,0.48,0.04,79.39,13.44,148.79,0.87,11.98,0.00,32.87,238.77,26.73,8203.77,30.77,238.76,20.21,548.03,66486.63
F Mec Intl. Fin.,539552,,Finance & Investments,92.70,22.10,-21.52,71.84,6.23,11.40,1.30,392.49,-65.79,140.70,12.27,22.10,11.40,73.11,-0.01,2.69,14.65,-39.02,0.17,0.83,0.00,9.84,-1.10,0.01,70.84,22.00,217.90,0.78,103.04,0.00,16.50,-9.10,8.24,710.17,16.45,-9.09,11.64,634.08,82.43
Faalcon Concepts,544164,FAALCON,Construction,73.75,2.72,-28.88,15.57,1.94,7.63,,51.05,20.65,-3.92,2.10,2.72,7.63,17.27,,2.05,10.95,-33.53,,3.95,0.00,,-6.00,0.02,54.00,22.37,51.13,0.78,,0.00,,-16.66,78.54,,13.90,-16.73,6.98,,50.37
Fabino Life Sci.,543444,,Trading,26.05,0.90,-5.10,57.18,2.05,4.00,,76.81,-100.00,446.81,4.16,0.90,4.00,78.63,-0.22,16.80,4.91,-23.75,0.20,1.22,0.00,16.16,-10.97,0.04,5.32,40.58,3.99,0.59,-2.08,0.00,10.30,-11.89,1.67,144.41,22.24,-11.89,2.79,547.00,5.47
Facor Alloys,532656,,Mining / Minerals / Metals,7.32,0.93,-38.75,-7.96,1.28,-7.72,,15.00,25.30,-94.08,160.55,0.93,-7.72,-7.18,-0.07,-0.48,132.69,-2.12,0.06,1.40,0.00,,-3.38,0.05,18.51,40.24,18.06,0.60,-6.46,0.00,,-9.58,2.83,,1.18,-9.58,2.83,-35.34,143.14
Fairchem Organic,543252,FAIRCHEMOR,Chemicals,1368.00,2.87,54.32,26.26,5.10,13.88,,18.36,-4.62,8.41,289.93,2.87,13.88,30.40,0.08,0.18,311.34,10.79,0.03,1.17,0.00,433.31,-0.45,0.00,69.65,10.52,36.94,0.89,3.03,0.00,394.75,23.88,26.21,270.60,87.77,23.92,12.59,151.47,1781.26
Falcon,,FALCONTECH,Engineering - Turnkey Services,87.00,2.82,-90.93,24.28,1.45,2.41,,53.99,,,3.34,2.82,2.41,24.59,,11.85,12.78,-3.75,,6.53,0.00,,-27.98,0.00,50.76,5.28,6.10,0.95,,0.00,,-69.09,19.15,,16.54,-68.53,5.24,,46.60
Family Care,516110,,Healthcare,7.54,1.02,-19.83,2.71,5.51,22.39,0.01,122.19,666.07,-62.81,58.37,1.02,22.39,3.16,0.32,0.29,54.91,-3.66,0.06,1.24,0.00,40.30,33.88,0.45,29.46,27.43,18.74,0.73,-12.16,0.00,23.77,-110.04,28.06,2.21,9.05,-110.08,3.91,4.75,40.73
Faze Three,530079,FAZE3Q,Textiles - Processing,438.85,1.89,-464.33,12.39,1.65,6.55,0.90,50.91,-29.82,18.87,380.66,1.89,6.55,15.86,0.02,3.64,545.89,-0.43,0.45,1.50,0.00,307.40,-9.59,0.08,49.43,18.73,29.07,0.81,2.36,0.00,259.75,28.81,17.91,64.15,118.28,28.84,5.72,119.65,1067.24
FCS Software,532666,FCSSOFT,Computers - Software - Medium / Small,4.10,19.17,116.43,41.50,2.36,2.02,8.40,44.90,75.27,5.84,428.56,19.17,2.02,53.21,0.14,0.00,242.98,1.47,0.01,0.99,0.00,,2.47,0.02,43.82,38.71,97.12,0.61,13.79,0.00,,46.54,1.73,208.85,0.10,46.54,3.99,125.39,700.92
FDC,531599,FDC,Pharmaceuticals - Indian - Bulk Drugs & Formln,474.30,3.97,99.60,17.53,3.43,99.32,2.00,39.31,-41.54,0.84,2097.17,3.97,99.32,19.28,0.19,0.07,1705.55,3.76,0.04,1.15,0.00,346.46,-0.70,0.00,90.85,3.44,54.72,0.97,3.11,0.00,233.10,34.98,15.83,92.89,46.92,34.98,7.89,166.86,7722.09
Fedbank Financi.,544027,FEDFINA,Finance & Investments,123.75,2.91,-4.77,12.19,0.78,1.48,0.40,-6.56,3.46,-1.42,2260.83,2.91,1.48,12.65,-2.23,34.08,42.40,-10.00,3.68,4.47,0.00,157.24,-177.73,0.03,33.44,19.43,13.79,0.81,-0.40,0.00,95.51,-5.92,9.56,37.75,-2.79,-5.92,1.37,67.82,4588.51
Federal Bank,500469,FEDERALBNK,Banks - Private Sector,178.35,1.85,-67.53,13.40,5.43,1.36,0.46,125.50,-6.66,4.17,22122.41,1.85,1.36,13.40,-3.75,60.25,30546.26,-0.25,12.55,12.11,7.53,204.88,-694.89,0.41,97.28,0.81,41.04,0.99,1.24,7.53,193.59,6.79,6.16,19.06,120.83,6.79,0.84,44.96,43650.51
Federal-Mogul Go,505744,FMGOETZE,Auto Ancillaries,451.25,1.48,36.24,7.77,2.50,38.52,2.59,33.40,68.44,3.15,1110.30,1.48,38.52,11.31,0.37,0.06,1155.48,6.15,0.06,1.39,0.00,219.14,14.00,0.15,94.95,1.60,44.15,0.98,1.22,0.00,320.02,15.71,13.53,44.11,101.86,15.71,5.38,62.24,2510.31
Felix Industries,,FELIX,Engineering,317.00,11.64,,52.14,7.00,11.93,,166.46,315.46,87.29,,11.64,11.93,54.76,,0.57,66.73,,,,0.00,,,,63.77,30.31,326.94,0.70,,0.00,69.47,-11.80,0.00,471.59,45.51,-11.84,,,394.44
Fermenta Biotec.,506414,,Pharmaceuticals - Indian - Bulk Drugs,168.00,1.47,8.78,14.58,1.40,0.86,,47.42,-171.47,-1.65,288.86,1.47,0.86,39.25,0.30,-5.78,429.33,11.78,0.48,2.05,-15.65,,-16.01,0.12,43.21,21.50,26.32,0.79,0.55,-15.65,,4.69,3.41,,54.14,4.69,3.23,-71.24,494.44
Fervent Synerg.,533896,,Trading,16.20,2.00,-59.03,-3.81,766.33,-320.25,,94.45,-3724.32,68.18,30.38,2.00,-320.25,-3.79,0.00,0.00,30.48,-2.24,0.00,1.22,0.00,,0.02,0.00,12.13,41.71,10.96,0.58,-58.91,0.00,,-243.00,-11.42,,7.65,-243.00,4.26,-3.62,48.60
FGP,500142,,Miscellaneous,7.37,10.57,-14.62,34.45,20.80,,-9.75,357.83,37.50,-76.92,3.38,10.57,,36.10,0.13,0.00,3.03,-18.49,0.97,1.05,0.00,4.47,-23.95,0.10,61.16,20.92,71.40,0.79,-1.14,0.00,3.74,-8.51,-5.55,87.36,2.50,-8.51,6.52,79.73,8.77
Fiberweb (India),507910,FIBERWEB,Textiles - Products,44.75,1.50,33.36,10.67,17.18,8.22,-0.91,57.00,128.57,40.78,161.34,1.50,8.22,15.75,0.23,0.94,166.00,2.35,0.07,1.05,0.00,33.64,-6.08,0.03,80.86,8.56,65.43,0.91,0.98,0.00,56.42,204.57,4.89,14.34,17.02,204.51,3.53,36.60,128.84
Fidel Softech,,FIDEL,Computers - Software - Medium / Small,102.50,3.52,257.18,16.87,7.76,,,85.28,10.37,10.26,37.50,3.52,,17.33,0.17,0.26,34.37,1.54,0.04,1.09,24.96,112.79,1.36,0.03,28.05,31.64,22.02,0.68,4.95,24.96,52.00,48.78,33.25,87.46,24.78,48.60,8.76,94.59,140.94
Fiem Industries,532768,FIEMIND,Auto Ancillaries,1291.30,1.68,50.94,11.30,2.47,76.87,0.84,20.37,14.12,14.42,886.92,1.68,76.87,14.23,0.18,0.14,914.38,7.87,0.09,1.28,0.00,892.41,3.64,0.06,87.66,4.87,57.11,0.95,1.94,0.00,690.92,25.18,24.63,78.63,157.12,25.20,8.17,73.53,3398.70
Filatex Fash.,532022,FILATFASH,Textiles - Products,8.26,8.04,-87.03,101.53,2.19,8.45,1.62,59.57,-13.78,38.76,2302.30,8.04,8.45,106.13,1.54,5.69,108.68,-1.26,0.02,0.58,0.00,6.04,-3.61,0.00,4.61,61.58,8.40,0.38,-9.11,0.00,4.06,90.88,7.71,93.65,0.61,90.88,2.36,564.26,1376.80
Filatex India,526227,FILATEX,Textiles - Manmade,57.58,0.60,14.49,10.90,1.44,6.17,3.93,6.09,-0.74,-5.27,1204.09,0.60,6.17,15.30,0.26,2.10,1608.45,12.42,0.47,1.75,8.02,36.48,-20.35,0.03,49.64,26.18,53.75,0.74,0.81,8.02,39.01,15.23,20.22,48.49,5.88,15.23,5.23,73.36,2555.71
Filtra Consult.,539098,,Trading,109.50,0.90,40.14,17.48,2.14,51.78,1.74,16.87,-26.21,30.26,23.73,0.90,51.78,18.38,0.13,0.00,20.73,10.13,0.04,1.49,0.00,70.68,3.83,0.04,79.06,15.12,205.35,0.85,4.91,0.00,53.09,32.53,24.42,97.78,20.51,32.62,8.01,,90.04
Fine Line Cir.,517264,,Electronics - Components,90.00,1.78,-47.47,43.46,1.54,1.26,-54.50,45.68,-55.00,12.92,8.55,1.78,1.26,90.13,-0.08,54.82,13.93,-6.19,3.00,2.13,0.00,5.71,-57.73,0.05,79.86,13.04,146.58,0.87,5.34,0.00,9.57,-22.62,6.77,1991.16,23.10,-22.66,6.72,481.00,43.29
Fine Organic,541557,FINEORG,Chemicals,5052.90,7.94,51.23,26.31,8.67,213.95,1.81,70.96,49.74,22.49,1861.29,7.94,213.95,29.28,0.13,0.01,1647.03,17.73,0.01,1.03,8.34,2136.06,6.06,0.05,90.34,2.17,26.16,0.98,4.23,8.34,1279.63,25.61,42.73,352.54,451.00,25.57,15.97,147.92,15492.14
Finelistings,544173,,Computers - Software - Medium / Small,60.01,1.61,-64.81,8.51,3.00,17.79,,42.60,,,5.17,1.61,17.79,8.71,-0.02,0.63,6.31,-6.99,,2.89,0.00,,0.50,0.06,6.88,62.97,14.37,0.37,-10.15,0.00,,31.77,44.39,,16.08,32.09,9.39,,21.82
Fineotex Chem,533333,FCL,Chemicals,384.90,7.49,99.88,25.64,3.20,119.47,0.89,35.44,-7.41,10.52,447.09,7.49,119.47,26.61,0.08,0.04,342.70,10.39,0.01,1.09,3.70,168.80,0.79,0.01,61.66,16.12,44.73,0.84,6.67,3.70,99.11,43.79,35.12,339.17,18.20,43.78,16.02,141.59,4263.36
Finkurve Fin.,508954,,Finance & Investments,59.70,8.41,-330.35,29.58,0.78,4.44,0.57,-4.64,-0.41,-1.23,188.71,8.41,4.44,30.09,-0.15,4.69,-3.31,-0.94,0.40,1.37,0.00,27.74,-8.81,0.01,25.49,39.08,28.11,0.61,-3.96,0.00,20.59,-107.31,9.37,188.52,-0.33,-107.27,5.82,154.88,757.35
Fino Payments,543386,FINOPB,Banks - Private Sector,302.90,16.80,-420.49,18.39,1.95,2.09,1.06,358.07,10.57,5.75,552.54,16.80,2.09,18.39,,15.67,682.19,-0.31,2.46,4.46,0.00,245.03,-20.80,0.33,39.75,21.12,21.45,0.79,,0.00,124.42,44.38,7.44,134.41,64.58,44.39,2.49,99.98,2520.58
Finolex Cables,500144,FINCABLES,Cables - Power,1585.05,4.83,66.70,30.25,10.56,371.86,4.03,64.13,14.46,14.68,4205.88,4.83,371.86,32.01,0.16,0.03,3827.51,9.14,0.06,1.04,21.41,634.41,-0.57,0.00,87.17,6.76,97.06,0.93,5.30,21.41,480.89,42.01,18.16,243.80,210.30,42.02,12.11,165.79,24241.63
Finolex Inds.,500940,FINPIPE,Plastics Products,326.40,4.69,46.05,26.91,2.90,17.83,9.65,57.45,80.96,21.16,5537.84,4.69,17.83,31.72,0.27,0.87,3554.51,7.79,0.09,1.18,33.95,112.75,-2.34,0.00,84.16,8.29,92.40,0.92,3.49,33.95,121.39,57.33,15.01,162.80,39.97,57.32,7.16,125.46,20252.43
First Custodian,511122,,Finance & Investments,127.70,6.79,42.88,6.25,38.67,10.80,0.24,480.85,31.58,-1.01,13.91,6.79,10.80,6.54,0.72,0.07,13.98,3.36,0.01,1.01,0.00,147.42,26.21,0.27,87.51,9.58,288.50,0.90,2.45,0.00,151.04,6.06,11.08,15.99,90.40,6.06,5.30,25.53,19.15
First Fintec,532379,,Computers - Software - Medium / Small,7.71,4.48,300.69,9.45,4.77,,,66.48,-210.00,2.08,10.65,4.48,,-30.44,0.44,-1.11,12.23,0.24,0.02,1.19,0.00,,-2.49,0.00,74.50,14.14,92.75,0.86,0.53,0.00,,14.07,-14.22,,1.14,14.07,2.45,-72.91,8.02
Firstsour.Solu.,532809,FSL,Computers - Software - Medium / Small,213.25,2.37,23.32,16.49,0.94,7.09,4.46,13.48,3.71,4.63,3700.40,2.37,7.09,22.34,0.06,2.98,4724.28,12.90,0.47,1.57,47.39,87.48,-10.33,0.01,84.93,6.88,71.29,0.93,1.70,47.39,92.95,23.31,15.44,118.38,12.12,23.31,6.41,112.60,15032.36
